evTimes	evNumSegs	evMags	evAreas	evSlips	evYearPred1	aveLastEvTime1	evYearPred2	aveLastEvTime2
9056	2	6.8939657	3.10192E8	2.643606	9138.231762370833	8844.497775571259	9063.04502839102	8844.497775571259
9056	2	6.722717	2.98785984E8	1.5191251	9289.640878220533	7770.5157537501755	8820.795420200411	7770.5157537501755
9057	1	6.6147943	1.48212992E8	2.10952	8979.353846153848	8168.000000000001	9066.011538461538	8168.0
9058	2	6.685461	3.14576992E8	1.2686552	9043.576998551494	8958.99998410564	9072.905747705649	8958.99998410564
9060	1	6.5279355	1.13812E8	2.03514	9022.405600000002	8941.0	9053.8204	8941.0
9063	2	7.027914	2.69799008E8	4.8273597	8986.911994655282	8826.0	9037.363210705007	8826.0
9065	4	6.9054146	6.4516E8	1.3223106	9072.77570628371	8955.124813649734	9068.536802257631	8799.399463698928
9065	3	6.946974	4.39758016E8	2.2393706	8928.115859548509	8181.658989717072	8898.696434955893	8181.658989717072
9065	2	6.7231216	2.52586E8	1.7994994	9062.979139989284	8988.0	9065.144155291002	8988.0
9065	1	6.585589	1.27633E8	2.21462	9051.551666666666	8867.0	9049.26	8867.0
9068	1	6.6732483	1.34906E8	2.83609	9103.536333333333	9009.0	9103.534	9009.0
9072	1	6.584379	1.35116992E8	2.08323	8960.441	8891.0	9031.763666666666	8891.0
9073	1	6.547788	1.36004992E8	1.82392	9004.797333333332	8944.0	9023.606	8944.0
9076	1	6.678176	1.34899008E8	2.88492	9107.164	9011.0	9107.212	9011.0
9079	3	7.04851	4.45671008E8	3.1378324	9066.648038592992	8717.999999999998	9103.654702262931	8718.0
9079	2	7.0192237	2.86544992E8	4.4108405	9103.028012784496	8956.0	9069.463543023494	8956.0
9079	1	6.7038274	1.62208992E8	2.62147	9107.823333333332	8234.0	9038.21	8234.0
9079	1	6.28917	1.43546E8	0.707363	8954.203749999999	8070.0	8957.588749999999	8070.0
9079	1	6.409758	2.16974E8	0.709754	8951.192499999997	8064.000000000001	8877.81	8064.0
9080	1	6.498719	1.27767E8	1.63885	9076.553999999998	9011.0	9075.7676	9011.0
9083	2	6.7731333	2.32991008E8	2.3186743	9223.337219077133	8064.0	9268.18653304205	8064.0
9085	1	6.5706263	1.26677E8	2.11895	9096.579166666665	8920.0	9077.864166666666	8920.0
9087	2	6.7667313	3.13424E8	1.685945	8984.327222222222	8797.0	8987.40888888889	8797.0
9093	1	6.438793	1.8542E8	0.918146	9036.6292	8853.0	9072.62	8853.0
9093	2	6.916108	2.72008E8	3.2543128	9052.477089154241	8944.0	9067.446493698715	8944.0
9096	4	6.880136	5.5232102E8	1.415438	9117.162968268545	8896.58862390757	9129.930257950236	8746.908596631307
9096	2	6.7858562	3.13166016E8	1.802554	9237.776964740744	8336.499939329302	9183.234702202666	8336.499939329302
9096	5	7.04356	7.1139699E8	1.9324436	9042.538444875943	8928.86529181315	9055.757972170582	8928.86529181315
9096	2	6.76099	2.54334E8	2.036852	9098.12085420746	9016.646783363609	9094.671003986883	9016.646783363609
9097	2	6.905435	2.70204E8	3.1574726	8996.249087445041	8891.0	9027.782843422006	8891.0
9098	1	6.6149693	1.26049E8	2.48195	9072.414583333333	8969.0	9087.639583333334	8969.0
9101	1	6.686965	1.40372992E8	2.85787	8825.623333333333	7873.0	8832.396666666667	7873.0
9103	1	6.407035	1.5729E8	0.969906	9092.660399999999	9028.0	9126.596666666666	9028.0
9104	1	6.539087	1.26049E8	1.90972	9117.571666666667	9038.0	9103.087083333334	9038.0
9107	1	6.6687512	1.55096992E8	2.42886	9083.873333333335	8814.0	9178.496666666666	8814.0
9107	1	6.400541	1.4939E8	0.998547	9553.546999999999	8555.0	9998.11	8555.0
9107	1	6.4517856	1.27767E8	1.3936	9102.744	9047.0	9107.5688	9047.0
9108	2	7.0333886	3.26492E8	4.065265	9091.508833333331	8956.0	9111.436666666666	8956.0
9108	2	6.9625425	3.73971008E8	2.778784	9076.104489258525	8844.539159453541	9066.05165250113	8844.539159453541
9108	1	6.362306	1.53295008E8	0.852727	9108.726999999999	8256.0	9114.03	8256.0
9108	1	6.5916553	1.48191008E8	1.94778	8964.146153846154	8215.0	9107.276923076923	8215.0
9113	1	6.5479865	1.36004992E8	1.82517	9133.839	9073.0	9133.797333333334	9073.0
9114	2	6.8005676	2.53356992E8	2.344214	9115.351172920029	8920.0	9085.926883524698	8920.0
9117	1	6.70069	1.85226E8	2.27097	9105.623749999999	9011.0	9104.7875	9011.0
9117	1	6.295089	1.46947008E8	0.705263	9028.57875	8147.0	9012.0725	8147.0
9117	1	6.318679	1.38368992E8	0.812565	9162.564999999999	8350.0	9110.801	8350.0
9118	5	7.160893	8.0877101E8	2.5491323	9118.889005612631	9012.675158975779	9139.33809077343	9012.675158975779
9118	1	6.621188	1.26049E8	2.53584	9143.66	9038.0	9113.920833333334	9038.0
9120	1	6.385468	1.63068E8	0.868384	9198.87111111111	8234.0	9200.526666666667	8234.0
9124	5	7.207131	7.2406323E8	3.3404005	9098.247069110494	9000.0	9118.499335882965	9000.0
9125	2	6.690886	3.14577984E8	1.2926463	9118.17641916896	9032.0	9119.643350791643	9032.0
9126	3	6.89216	3.97E8	2.052713	9119.520224739179	9035.0	9131.619481277876	9035.0
9126	1	6.571974	1.72847008E8	1.56019	9162.015833333333	9032.0	9141.078333333333	9032.0
9126	1	6.5834613	1.27642E8	2.19825	9122.187499999998	8939.0	9113.256666666666	8939.0
9127	2	6.7762856	2.45123008E8	2.2280393	9075.413901486192	8629.8060565512	9048.395479306308	8629.8060565512
9127	1	6.2220473	1.57615008E8	0.510919	9239.531666666664	8388.0	9226.85	8388.0
9127	2	6.505922	2.74903008E8	0.7808755	9100.945665532932	8320.07017020549	9092.870785175135	8320.07017020549
9127	3	6.8197513	4.58583008E8	1.3838456	9106.563677574906	8184.0	9182.545067654057	8184.0
9137	2	6.694577	3.14576992E8	1.309235	9145.282328797084	9058.0	9142.577014445853	9058.0
9138	1	6.4996977	1.8543E8	1.13304	9134.608	8908.0	9131.378	8908.0
9139	4	7.113874	5.25281984E8	3.336546	9127.614293433984	9011.0	9145.383014408768	9011.0
9139	1	6.5766244	1.45095008E8	1.8887	9175.566666666666	8546.0	9176.69	8546.0
9139	1	6.2640376	1.43547008E8	0.648546	9425.6825	8615.0	9356.41125	8615.0
9139	1	6.333169	1.56820992E8	0.753751	9357.751000000002	8604.0	9407.454	8604.0
9140	1	6.418356	1.57288992E8	1.00859	9132.239333333331	9065.0	9144.572	9065.0
9140	2	6.8117366	2.93168E8	2.1055565	9164.85215516928	8463.0	9175.218409808254	8463.0
9142	2	6.7307653	2.52586E8	1.8476393	9141.984969865049	9065.0	9139.979139989284	9065.0
9142	2	6.633038	3.24304E8	1.0267941	7570.4925876492425	6287.0	7854.213505538014	6287.0
9143	2	6.7229095	2.41579008E8	1.8801112	9145.78210872965	9070.577657826218	9143.599617786314	9070.577657826218
9143	1	6.7096596	1.83678E8	2.36217	9232.434000000001	8760.0	9135.772	8760.0
9143	1	6.6944294	1.54924992E8	2.65706	9154.686666666666	8269.0	9174.316666666668	8269.0
9144	3	7.1981077	4.65305984E8	5.038504	8848.75067338841	8009.0	9005.26135030138	8009.0
9144	12	7.612326	1.816928E9	5.3954782	9154.115845624914	8929.30425091143	9141.418381405776	8929.30425091143
9150	1	6.5765424	1.43026E8	1.91548	9101.849333333334	9038.0	9129.330333333333	9038.0
9153	7	7.297123	1.04425402E9	3.1605096	9080.453047466137	8957.22119007551	9102.111582103587	8953.604530123897
9153	2	6.8966107	3.12096992E8	2.6515841	9166.896049737741	8504.0	9179.01215374547	8504.0
9154	1	6.4450026	1.57276E8	1.10591	9138.727333333334	9065.0	9162.345333333333	9065.0
9164	2	6.65196	2.55546E8	1.391072	9157.142621807423	9101.499741729473	9159.383842220188	9101.499741729473
9165	6	7.2476687	8.0472698E8	3.4572716	9158.951125190697	9043.708740976754	9145.677084088558	9043.708740976754
9165	2	6.9210844	2.86043008E8	3.1482856	9142.942853315759	9038.0	9169.355051348923	9038.0
9170	10	7.3730707	1.57447706E9	2.724885	9069.419137615854	8524.442125226346	9031.20120262411	8524.442125226346
9170	4	6.9823422	6.0769299E8	1.8310813	9064.72088371376	7844.0	9270.458998704938	7844.0
9170	4	7.237098	6.2838701E8	4.268733	9046.993821979131	7339.500696227006	8633.274840478876	7339.500696227006
9170	5	6.9783535	7.5424998E8	1.4551024	8375.103374424925	6920.000934703347	8615.64376332781	6920.000934703347
9170	23	7.9357295	3.35594496E9	8.926029	9148.892365726357	8877.929780613875	9177.745457270039	8877.591037397811
9170	1	6.897126	1.8002E8	4.60519	8794.038	7873.0	9155.102	7873.0
9170	1	6.7207117	1.40362E8	3.21142	8950.473333333335	7880.0	9073.67	7880.0
9179	1	6.749037	1.43268992E8	3.46962	9126.654	9011.0	9181.521666666667	9011.0
9185	1	6.532862	1.26049E8	1.8691	9181.879166666666	9104.0	9183.571666666667	9104.0
9188	1	6.42739	1.5729E8	1.04055	9172.369999999999	9103.0	9167.6604	9103.0
9189	2	6.691119	3.05356992E8	1.3327533	9148.812967192034	9023.501260921053	9139.827789260875	8967.489879059593
9193	1	6.608134	1.39512E8	2.19012	8975.04	8245.0	9113.716666666667	8245.0
9196	1	6.4616566	1.57288E8	1.1713	9203.086666666668	9125.0	9197.675333333333	9125.0
9196	10	7.463945	1.28084301E9	4.5845885	9240.255961806717	9056.872426206803	9256.898604125252	9056.872426206803
9196	3	7.0067844	4.63736992E8	2.6108625	9239.90520432918	9022.333324707755	9214.597726788028	9022.333324707755
9205	2	6.907139	3.11275008E8	2.7570386	9224.182664812732	9109.306060557385	9207.48960736353	9109.306060557385
9205	2	6.7177253	2.87719008E8	1.5505944	9211.764975228234	8018.999999999999	9160.68246750903	8019.0
9205	2	6.510586	2.87103008E8	0.7598359	9288.297895341566	8338.503007631407	9200.741254297238	8338.503007631407
9207	1	6.1379175	1.50646E8	0.399758	7463.516000000001	6664.0	7617.268	6664.0
9207	2	6.552519	3.00043008E8	0.84037596	8720.262149589813	7598.176499513827	8203.302753125385	7259.704635668887
9212	1	6.5628285	1.48644E8	1.75782	9238.313333333332	9043.0	9238.513333333332	9043.0
9214	1	6.5534554	1.27767E8	1.9799	9222.196	9143.0	9204.8496	9143.0
9214	1	6.5762763	1.43026E8	1.91372	9213.790666666668	9150.0	9213.849333333334	9150.0
9217	1	6.776428	1.43276E8	3.81371	9206.123666666668	9079.0	9212.906666666666	9079.0
9218	1	6.640224	1.6346E8	2.08835	9209.029166666665	9035.0	9197.416666666666	9035.0
9219	1	6.4648523	1.26294E8	1.47494	9203.455833333332	9142.0	9215.179166666667	9142.0
9219	2	6.729058	2.58731008E8	1.793151	9201.429248579285	9052.0	9212.81774534813	9052.0
9222	1	6.4797645	1.5729E8	1.24688	9208.125333333333	9125.0	9224.677333333333	9125.0
9223	7	7.0957456	8.7518899E8	1.8810275	9222.39668813886	9117.913665306947	9199.318191269047	8874.25941139571
9223	1	6.461706	1.27767E8	1.44218	9221.687199999998	9164.0	9222.1968	9164.0
9223	1	6.7143645	2.19558E8	2.00852	9202.376666666669	9035.0	9210.413333333334	9035.0
9223	1	6.6046104	1.31534E8	2.29486	9305.972	8847.0	9273.334	8847.0
9223	1	6.278429	1.38356E8	0.707171	8967.171	8260.0	9163.939	8260.0
9224	3	7.111281	4.16048E8	4.1750016	9461.167187323737	8765.333603334231	9279.229446954838	8765.333603334231
9224	3	7.2829366	4.83396E8	6.501001	9384.000476600277	8661.667043169575	9168.261631285046	8661.667043169575
9225	1	6.6408257	1.35108E8	2.53184	9181.394666666667	9097.0	9211.723333333333	9097.0
9226	1	6.4400067	1.57288E8	1.08691	9209.46066666667	9137.0	9225.709333333334	9137.0
9226	1	6.6006575	1.26049E8	2.36225	9216.427083333334	9118.0	9223.66	9118.0
9226	1	6.545273	1.35096E8	1.82031	9213.677	9153.0	9218.257666666666	9153.0
9230	3	7.0497723	4.08012992E8	3.442413	9214.413800309467	9099.666699345364	9192.264347610655	9099.666699345364
9241	3	7.128011	4.69760992E8	3.9175894	9229.741811619808	9099.155500350178	9242.1794643716	9099.155500350178
9246	2	6.752404	2.55275008E8	1.9700478	9220.170331025365	9055.999682695132	9243.10977289198	9055.999682695132
9246	4	7.246461	5.3960397E8	5.134459	9238.648627900584	9067.49999814679	9195.630703750652	9067.49999814679
9247	7	7.398096	1.03078003E9	4.537922	9260.053886689368	8503.733586216264	9141.787398280914	8503.733586216264
9247	4	7.169389	5.9977101E8	3.5397835	9192.309285818163	8799.0	9297.389718022006	8799.0
9247	11	7.440017	1.56961498E9	3.444383	9216.645598429923	9073.129645167764	9242.217694222521	9073.129645167764
9252	4	7.0864363	5.9232102E8	2.6913855	9264.314290781518	8815.750025746174	9202.19994998489	8815.750025746174
9252	1	6.4923377	1.56583008E8	1.3081	9134.050000000001	8480.0	9269.43	8480.0
9252	2	6.91748	3.17836992E8	2.7982981	9337.977553980323	9027.055537901502	9288.541892182331	9027.055537901502
9252	2	6.9328403	2.96718016E8	3.1607885	9112.157690891689	8480.0	9121.958163980615	8480.0
9252	7	7.3939805	1.01759699E9	4.5318274	9119.292234976992	8852.714136342776	9095.633752272439	8852.714136342776
9254	1	6.4445014	1.27779E8	1.35885	9250.354000000001	9196.0	9237.1732	9196.0
9261	1	6.183175	1.16434E8	0.60473	9318.9	8455.0	9166.034285714286	8455.0
9263	4	7.115083	5.25281984E8	3.350509	9256.102310823788	9139.0	9255.24356331964	9139.0
9263	1	6.641119	1.62054E8	2.11299	9308.329999999998	8604.0	9382.29	8604.0
9265	1	6.501602	1.26049E8	1.67781	9254.908749999999	9185.0	9262.879166666668	9185.0
9268	1	6.5229535	1.26677E8	1.79726	9234.771666666667	9085.0	9261.579166666666	9085.0
9269	2	6.974221	3.33692E8	3.242385	9258.3975	8718.0	9348.446666666667	8718.0
9269	5	7.2317753	8.0877101E8	3.256239	9253.67662212532	9118.0	9224.213846636852	9118.0
9279	1	6.5620213	1.72847008E8	1.50747	9251.6225	9126.0	9256.015833333333	9126.0
9279	1	6.5746803	1.73076992E8	1.57275	9222.55	8908.0	9244.282	8908.0
9282	1	6.4436965	1.57288E8	1.10085	9269.390000000001	9196.0	9274.086666666666	9196.0
9282	1	6.45214	1.26294E8	1.41158	9277.815833333334	9219.0	9280.455833333333	9219.0
9287	1	6.416314	1.27767E8	1.23291	9272.3164	9223.0	9280.6872	9223.0
9287	2	6.7499375	2.53356992E8	1.9681228	9278.010233659092	9114.0	9309.351172920029	9114.0
9287	3	6.9769793	4.51934016E8	2.416978	9243.395577942798	8760.0	9239.086381343293	8760.0
9287	1	6.686891	1.80516992E8	2.22176	9090.586666666666	8350.0	9134.88	8350.0
9287	1	6.3908815	1.59672992E8	0.903586	9406.586	8503.0	9254.86	8503.0
9287	3	6.9198313	4.07855008E8	2.198467	9578.980482638846	8113.335759032009	9332.876640047729	8113.335759032009
9287	6	7.284195	9.2958202E8	3.3953433	9350.950158626852	8219.16909643259	9202.352951986306	8219.16909643259
9291	1	6.4395814	1.5729E8	1.0853	9260.353333333333	9188.0	9257.37	9188.0
9291	5	7.085806	7.1139699E8	2.2360184	9227.530493032393	9096.0	9209.673153062791	9096.0
9292	1	6.516568	1.27767E8	1.74306	9283.722399999999	9214.0	9293.196	9214.0
9294	1	6.5859675	1.33615E8	2.11824	9235.607999999998	9165.0	9263.428000000002	9165.0
9297	1	6.726213	1.43268992E8	3.20661	9285.886999999999	9179.0	9294.654	9179.0
9298	2	6.708997	3.05356992E8	1.417641	9322.29325232339	9189.0	9344.541154743465	9189.0
9298	1	6.5194516	1.13812E8	1.97637	9302.054800000002	9223.0	9285.0592	9223.0
9302	1	6.6477365	1.6222E8	2.15963	8953.876666666669	8234.0	9283.13	8234.0
9304	1	6.4843717	1.26292E8	1.57783	9288.742916666666	9223.0	9288.014583333334	9223.0
9305	5	7.13495	6.71112E8	2.808722	9258.624066795606	9165.0	9283.590042945638	9165.0
9305	3	7.062928	4.29068992E8	3.4256558	9295.522204157529	9181.333675935572	9272.558845970383	9181.333675935572
9306	1	6.4610796	1.57288992E8	1.16896	9284.930666666665	9207.0	9288.074	9207.0
9309	1	6.4740047	1.5729E8	1.22232	9303.488	9222.0	9305.125333333333	9222.0
9313	4	7.2249355	6.2362202E8	4.1244006	9348.594727406988	8317.49453194403	9301.894503168585	8317.49453194403
9313	11	7.5730305	1.57066202E9	5.4493113	9269.7897717741	8376.437131479468	9099.165424396664	8312.598406277099
9313	3	6.890159	4.15817984E8	1.9463189	9298.175841473914	8325.016413430876	9184.906737370677	8325.016413430876
9314	2	6.7786026	2.7072E8	2.0335834	9306.274106361458	9222.999999999998	9319.109707340427	9223.0
9314	1	6.5494604	1.27642E8	1.95468	9288.889999999998	9126.0	9309.1875	9126.0
9314	2	6.4906163	3.09864E8	0.6571014	9334.177269281547	8510.625149856574	9266.063800780343	8491.702272609919
9317	3	6.8910728	3.80878016E8	2.1315832	9300.721476324703	9215.45815195417	9329.385151660112	9215.45815195417
9318	1	6.4647546	1.57276E8	1.18399	9285.93266666667	9207.0	9287.326	9207.0
9318	8	7.3762093	1.17936205E9	3.677437	9317.27757437846	9176.625076738921	9291.665430140703	9174.385527937988
9320	1	6.485158	1.57288E8	1.27034	9310.689333333334	9226.0	9298.460666666666	9226.0
9325	3	7.17574	4.45748992E8	4.8685317	9447.947952238192	8906.999999999998	9403.946063753867	8907.0
9325	8	7.4020195	1.19661696E9	3.9623494	9359.651183331147	9194.553293158964	9390.33606856559	9194.553293158964
9329	1	6.640013	1.56700992E8	2.17684	9293.871111111112	9052.0	9284.703333333333	9052.0
9331	4	7.0430546	5.6337299E8	2.4359295	9324.619988744875	9223.12292921386	9324.2580181255	9223.12292921386
9331	1	6.2447214	1.29367E8	0.67319	9191.4875	8350.0	9274.515	8350.0
9331	1	6.193916	1.16434E8	0.627585	9351.55	8455.0	9259.482857142857	8455.0
9331	2	6.5484705	3.33755008E8	0.7450001	9296.505761172119	8551.50561939147	9288.869517160792	8551.50561939147
9335	1	6.477708	1.27767E8	1.52413	9347.965199999999	9287.0	9336.3164	9287.0
9336	1	6.5477753	1.36004992E8	1.82384	9290.794666666667	9230.0	9326.225666666667	9230.0
9338	1	6.455973	1.8542E8	0.974276	9287.8552	9093.0	9276.6292	9093.0
9338	2	6.824311	3.34360992E8	1.9280988	9308.705616025793	8666.006011466648	9347.049921043423	8666.006011466648
9340	3	7.3353815	5.54504E8	6.7927585	9233.9154353332	7875.363748503167	9258.377811680348	7875.363748503167
9343	1	6.5256133	1.26294E8	1.81935	9357.80625	9282.0	9340.815833333334	9282.0
9347	2	6.9512143	3.73971008E8	2.6721594	9330.679950464073	9108.0	9339.565329804986	9108.0
9350	1	6.5851727	1.33615E8	2.11243	9364.414333333332	9294.0	9364.608	9294.0
9351	1	6.429602	1.5729E8	1.04853	9360.902	9291.0	9363.353333333333	9291.0
9354	1	6.606867	1.39508E8	2.18062	9326.873333333333	8600.0	9382.19	8600.0
9358	2	6.799468	3.14579008E8	1.8808354	9332.389027012823	9207.0	9317.244713414862	9207.0
9358	1	6.478525	1.57288E8	1.24157	9364.771333333334	9282.0	9355.39	9282.0
9358	2	6.77068	2.96718016E8	1.805321	9315.064206526062	8954.0	9342.608496761235	8954.0
9358	2	6.962954	2.86544992E8	3.63176	9350.058371874109	9228.999706852326	9353.733765229428	9228.999706852326
9364	1	6.553207	1.27767E8	1.9782	9371.127999999999	9292.0	9361.7224	9292.0
9364	1	6.413685	1.27779E8	1.22165	9365.866	9317.0	9368.2408	9317.0
9365	1	6.5425286	8.3029696E7	2.93385	9372.462500000001	8639.0	9372.905	8639.0
9369	1	6.769785	1.55906E8	3.42526	9344.315	8488.0	9401.5125	8488.0
9369	1	6.7555943	1.59904992E8	3.17986	9104.265714285713	8650.0	9285.958571428571	8650.0
9377	1	6.4699044	1.2936E8	1.46533	9341.110833333332	9219.0	9366.5025	9219.0
9377	1	6.32448	1.46952E8	0.780591	8738.73875	7763.0	9683.95	7763.0
9380	2	6.6642003	3.14564992E8	1.1788782	9390.591632410895	9311.99975203853	9390.431398000414	9311.99975203853
9380	1	6.5245285	1.13812E8	2.01133	9378.453200000002	9298.0	9377.0548	9298.0
9380	3	7.015791	4.08012992E8	3.0611985	9367.373453090955	9265.333506530429	9368.270216269253	9265.333506530429
9380	1	6.1685734	1.31571E8	0.508837	9332.061666666666	8484.0	9376.358333333334	8484.0
9381	1	6.528467	1.8543E8	1.25141	9388.282	9138.0	9364.608	9138.0
9381	1	6.4561234	1.28383E8	1.40785	9134.57	8853.0	9161.198	8853.0
9381	2	6.504782	2.26018E8	0.9460397	8945.549616125705	7762.999999999999	9452.425682688989	7763.0
9389	2	6.7649207	2.52572E8	2.0790968	9350.130958927884	9263.50192420379	9353.327238299045	9263.50192420379
9391	1	6.763472	1.55916E8	3.35117	9399.7925	8562.0	9361.3575	8562.0
9391	4	7.280604	6.22992E8	5.003822	9374.003098252733	9207.20903639212	9385.934747994625	9207.20903639212
9391	1	6.824716	1.36271008E8	4.7375	9294.5	8347.0	9426.948	8347.0
9391	2	7.0688868	3.19824992E8	4.691337	9320.190993087737	8650.0	9313.772931491552	8650.0
9391	2	6.792456	2.74942016E8	2.100495	8930.2475	7880.0	9422.73	7880.0
9395	1	6.6453223	1.6346E8	2.12545	9395.120833333332	9218.0	9392.029166666667	9218.0
9396	1	6.3915057	1.49386E8	0.967893	8811.893000000002	7844.0	9307.9	7844.0
9396	9	7.5426226	1.35179123E9	5.7003694	9369.18676664849	9201.528844395496	9353.03917053327	9201.528844395496
9400	1	6.445217	1.27767E8	1.36234	9389.4936	9335.0	9395.9652	9335.0
9403	2	6.777019	2.7072E8	2.0224912	9396.819886476927	9313.999999999998	9397.246932155547	9314.0
9403	1	6.532068	1.72847008E8	1.35931	9392.275833333333	9279.0	9404.6225	9279.0
9403	3	6.8492346	3.81952E8	1.839592	9406.595786868069	9253.296450862936	9412.69157818478	9253.296450862936
9404	2	6.5696387	2.84876E8	0.9390325	9419.032499999998	8480.0	9277.7075	8480.0
9404	1	6.3438563	1.49384992E8	0.821025	9284.025	8463.0	9351.817	8463.0
9405	1	6.7907405	1.48584992E8	3.8638	9336.31111111111	8907.0	9582.197777777777	8907.0
9405	1	6.555682	1.26049E8	2.02238	9415.265833333333	9331.0	9396.659166666668	9331.0
9405	1	6.3124056	1.38368992E8	0.795149	9066.149	8271.0	9128.202	8271.0
9408	2	6.962524	3.63379008E8	2.8595982	9410.899551019733	8696.0	9416.612756006814	8696.0
9409	1	6.482656	1.57288E8	1.25941	9403.96066666667	9320.0	9404.689333333334	9320.0
9410	1	6.477618	1.57276E8	1.23778	9380.518666666667	9298.0	9389.57	9298.0
9410	1	6.673431	1.34906E8	2.83788	9340.596	9246.0	9390.642	9246.0
9413	1	6.343571	1.73316E8	0.706963	9234.963	8528.0	9331.371	8528.0
9413	7	7.306522	1.08676698E9	3.1370783	9394.083979328136	9263.372379728129	9400.7191598732	9263.372379728129
9415	1	6.4084435	1.5729E8	0.974637	9415.9758	9351.0	9420.902	9351.0
9417	1	6.577275	1.43026E8	1.92033	9369.011000000002	9305.0	9402.151666666667	9305.0
9420	1	6.454155	1.26294E8	1.42144	9402.226666666667	9343.0	9418.80625	9343.0
9420	3	7.020594	4.78288992E8	2.6550908	9396.926249645438	9175.668691941482	9353.761228241015	9175.668691941484
9420	2	6.4039474	2.93478016E8	0.514309	9109.043121630923	8251.861434247201	9116.946774874665	8251.861434247201
9420	1	6.2312818	1.56556E8	0.531045	9522.075	8637.0	9479.636666666667	8637.0
9420	1	6.151655	1.31577E8	0.479934	9480.89	8681.0	9547.431666666667	8681.0
9426	1	6.7704725	1.48584992E8	3.60257	9307.285555555556	8907.0	9582.704444444444	8907.0
9426	6	7.270742	8.5377702E8	3.5289662	9408.602492068443	9281.862899144828	9395.82349047741	9283.457934566051
9426	1	6.3333306	1.56820992E8	0.754172	9439.171999999999	8685.0	9515.94	8685.0
9428	1	6.3808494	1.27779E8	1.09067	9407.6268	9364.0	9412.866	9364.0
9432	2	6.8007874	3.13424E8	1.89639	9297.710000000001	9087.0	9274.327222222222	9087.0
9433	2	6.9161367	2.86043008E8	3.094944	9408.164797469844	9305.0	9427.707227021812	9305.0
9433	1	6.6787534	1.34899008E8	2.89068	9342.356	9246.0	9402.692666666666	9246.0
9437	1	6.2813196	1.39102E8	0.710436	9456.060000000001	8272.0	9637.598333333333	8272.0
9437	3	7.151765	4.42847008E8	4.5109982	9216.833076521538	8465.0	9310.415330373695	8465.0
9437	4	7.331102	5.986E8	6.200042	9419.8964783996	8731.002940193786	9268.41035461447	8731.002940193786
9437	13	7.730913	1.97329306E9	7.4826765	9337.505134958992	9018.881053528627	9280.618107164486	9023.889807038286
9442	1	6.495296	1.57288E8	1.31561	9445.707333333334	9358.0	9440.771333333334	9358.0
9445	1	6.6669793	1.26555E8	2.95848	9435.3392	9317.0	9420.834	9317.0
9445	1	6.5520124	1.2668E8	1.98696	9452.58	9287.0	9435.555	9287.0
9448	2	6.6607	2.55534E8	1.43377	9439.3508	9382.0	9448.810800000001	9382.0
9449	2	6.8170233	2.52098E8	2.4937	9434.904166666667	9331.0	9448.4025	9331.0
9449	1	6.486872	1.63792E8	1.22714	9367.093333333332	8549.0	9305.853333333333	8549.0
9452	1	6.4317436	1.57288992E8	1.05632	9450.421333333334	9380.0	9455.697333333334	9380.0
9452	1	6.6901174	1.76119008E8	2.30276	9387.586666666668	8620.0	9429.166666666666	8620.0
9455	1	6.4946465	1.26292E8	1.63483	9457.117916666666	9389.0	9459.697916666666	9389.0
9458	1	6.2207627	1.28266E8	0.625045	9245.306250000001	8464.0	9416.695	8464.0
9459	1	6.460238	1.27779E8	1.43475	9485.39	9428.0	9471.6268	9428.0
9459	11	7.500616	1.49342195E9	4.462931	9433.611688638308	9255.094442160354	9441.41170164468	9255.094442160354
9459	10	7.390795	1.44991398E9	3.1457891	9585.742051101932	9152.297432815532	9715.606556890041	9100.804427710886
9459	5	7.1584353	6.9811501E8	2.9282267	9661.764339592526	9022.0	9821.981190626186	9022.0
9460	1	6.725607	1.50408992E8	3.048	9137.666666666666	8799.0	9403.788888888888	8799.0
9460	1	6.5888624	1.48368E8	1.92678	9339.356	8954.0	9422.266	8954.0
9460	7	7.3230667	9.8695802E8	3.6574621	9421.732204281152	9269.33795359073	9420.34663829709	9269.33795359073
9460	3	6.9050307	4.25812E8	2.0008137	9408.694929614061	9291.0	9412.456805049564	9291.0
9465	1	6.581135	1.13812E8	2.44564	9477.825600000002	9380.0	9460.4532	9380.0
9467	1	6.577367	1.43026E8	1.92094	9481.031333333334	9417.0	9481.011	9417.0
9468	2	6.871218	2.7738E8	2.732944	9511.490679038383	9056.0	9551.11892805898	9056.0
9468	2	6.8838344	3.10192E8	2.5526989	9339.63321282016	9056.0	9349.733986799572	9056.0
9476	6	7.2865496	8.0472698E8	3.9541624	9444.277107966222	9312.471695369983	9402.242071986731	9312.471695369983
9476	1	6.648583	1.46692992E8	2.39521	9031.8025	8433.0	9212.0075	8433.0
9478	2	6.8647532	2.70204E8	2.7435763	9409.452539296235	9318.0	9437.724691344318	9318.0
9485	1	6.4687414	1.5729E8	1.2003	9484.019999999999	9404.0	9487.149333333333	9404.0
9485	2	6.6842055	2.52343008E8	1.5746924	9478.119461947626	9412.507281755388	9484.241376482934	9412.507281755388
9486	2	6.9608345	2.86544992E8	3.6052716	9478.175721094418	9358.0	9479.058665021781	9358.0
9486	3	6.679389	4.40851008E8	0.8864833	9179.440938035186	8071.336830357648	9451.067167461342	8071.336830357649
9486	1	6.4537487	2.10963008E8	0.849758	8707.175555555554	7763.0	8926.977777777778	7763.0
