evTimes	evNumElems	evMags	evAreas	evSlips	evYearPred1	aveLastEvTime1	evYearPred2	aveLastEvTime2
62	1	5.66627	4.272138E7	0.27652088	63.826042	50.0	134.77225	50.0
65	18	6.90302	1.47385907E9	0.5741863	NaN	NaN	NaN	NaN
65	1	5.76454	5.3400808E7	0.3106155	NaN	NaN	NaN	NaN
66	2	5.6223	8.5439632E7	0.118783094	35.939156	30.0	64.17188	30.0
70	1	5.60936	4.272006E7	0.22718008	NaN	NaN	NaN	NaN
72	107	7.8947	4.7419197E9	5.483883	NaN	NaN	NaN	NaN
72	12	6.18311	5.1264576E8	0.13734916	NaN	NaN	NaN	NaN
72	16	6.82612	6.8351776E8	0.94931304	NaN	NaN	NaN	NaN
72	21	6.86395	1.24957824E9	0.59175	NaN	NaN	NaN	NaN
72	18	6.3445	8.5438029E8	0.14390384	NaN	NaN	NaN	NaN
72	5	6.41146	2.13606896E8	0.72535264	NaN	NaN	NaN	NaN
72	10	6.04194	5.3400736E8	0.08097186	NaN	NaN	NaN	NaN
72	2	5.93996	1.2816684E8	0.23720868	93.06956	14.0	36.271744	14.0
72	1	5.52816	4.6279676E7	0.15841886	NaN	NaN	NaN	NaN
72	2	5.95267	1.49517984E8	0.21246377	NaN	NaN	NaN	NaN
72	4	6.06363	2.99039648E8	0.15584244	NaN	NaN	NaN	NaN
72	11	6.85517	1.48805478E9	0.4820741	NaN	NaN	NaN	NaN
72	22	6.65659	9.3978464E8	0.38445014	NaN	NaN	NaN	NaN
72	3	5.53291	1.28166E8	0.058149483	NaN	NaN	NaN	NaN
72	12	6.46281	5.5533254E8	0.33314982	NaN	NaN	NaN	NaN
72	1	5.75928	6.0519488E7	0.26915053	NaN	NaN	NaN	NaN
72	2	5.73598	1.21039E8	0.12416783	NaN	NaN	NaN	NaN
72	4	6.09667	1.85119312E8	0.2821782	NaN	NaN	NaN	NaN
72	2	5.54197	9.256268E7	0.08307841	NaN	NaN	NaN	NaN
72	2	5.50118	9.2559664E7	0.07216254	NaN	NaN	NaN	NaN
72	2	6.10335	1.2817348E8	0.41706443	NaN	NaN	NaN	NaN
72	3	6.1291	1.92246384E8	0.30391556	NaN	NaN	NaN	NaN
72	1	5.90793	6.4080072E7	0.42475435	NaN	NaN	NaN	NaN
72	9	6.07365	4.48553152E8	0.107552916	NaN	NaN	NaN	NaN
72	1	5.51673	4.2720648E7	0.16497238	NaN	NaN	NaN	NaN
75	18	5.88806	8.5438029E8	0.029743897	78.609764	72.0	104.3784	72.0
76	1	5.76417	4.2719808E7	0.3877916	91.38958	72.0	119.46565	72.0
79	1	5.71045	4.2719736E7	0.32211185	88.10559	72.0	119.46565	72.0
83	1	5.5317	4.2720096E7	0.17373314	NaN	NaN	NaN	NaN
83	1	5.7598	4.2719856E7	0.38196936	91.098465	72.0	119.46565	72.0
83	2	5.73427	9.2560328E7	0.16141437	NaN	NaN	NaN	NaN
84	3	5.86636	1.28162992E8	0.18397118	NaN	NaN	NaN	NaN
88	1	5.52483	5.3410712E7	0.13569812	41.616356	19.0	68.174	19.0
88	1	5.66999	4.2721572E7	0.28009674	64.00484	50.0	134.77225	50.0
89	1	5.77339	4.2719544E7	0.4003352	NaN	NaN	NaN	NaN
89	46	7.49013	2.8515648E9	2.2547796	NaN	NaN	NaN	NaN
89	18	6.65478	8.5438029E8	0.4202348	168.38562	75.0	81.69238	75.0
89	1	6.27546	6.4079676E7	1.5116078	NaN	NaN	NaN	NaN
89	1	5.81311	5.3394796E7	0.36739144	NaN	NaN	NaN	NaN
98	1	5.82083	6.407336E7	0.3144347	NaN	NaN	NaN	NaN
98	1	5.7549	5.3403872E7	0.3004286	57.071434	7.0	100.42555	7.0
102	1	5.78948	4.2719808E7	0.42320406	97.1602	76.0	95.38958	76.0
102	7	6.33385	4.4853296E8	0.26421475	106.61432	89.0	239.31863	89.0
102	2	5.86002	8.5450872E7	0.26995	40.564285	2.0	78.56154	2.0
102	4	5.98642	1.70871232E8	0.20889471	NaN	NaN	NaN	NaN
102	1	5.72125	4.2721596E7	0.33434013	66.717	50.0	134.77225	50.0
102	1	5.54384	4.2720876E7	0.18116795	NaN	NaN	NaN	NaN
104	7	6.10042	2.99037344E8	0.17695995	77.204704	72.0	233.29068	72.0
104	1	5.67187	4.2720144E7	0.28192455	80.2919	72.0	233.29068	72.0
106	1	5.72108	6.4071088E7	0.22280054	103.85337	89.0	239.31863	89.0
107	2	5.57328	8.5439632E7	0.100280516	77.01402	72.0	119.46565	72.0
109	2	5.58587	8.5441896E7	0.10473621	104.94724	84.0	120.794235	84.0
117	2	5.51136	8.5438784E7	0.080972746	106.38155	104.0	109.204704	104.0
117	1	5.50618	4.2719568E7	0.15907378	79.95369	72.0	119.46565	72.0
117	1	5.53569	4.2720228E7	0.17613928	80.80696	72.0	119.46565	72.0
119	1	5.77023	4.6279896E7	0.36552027	NaN	NaN	NaN	NaN
119	3	5.88936	1.6019664E8	0.15935108	NaN	NaN	NaN	NaN
121	2	5.56082	8.5439784E7	0.096056655	75.20189	72.0	254.7961	72.0
121	2	5.58009	8.5439632E7	0.10266895	112.133446	107.0	112.01402	107.0
121	2	5.69916	1.99335136E8	0.06639293	NaN	NaN	NaN	NaN
123	3	5.68257	1.28158488E8	0.097515926	106.86812	104.0	109.204704	104.0
123	9	6.14247	3.84491136E8	0.1591422	88.19328	82.88854	225.77608	82.88854
123	1	5.58465	4.6279988E7	0.19254853	NaN	NaN	NaN	NaN
123	24	6.81251	1.11071424E9	0.55735904	NaN	NaN	NaN	NaN
126	2	5.54499	8.5439448E7	0.09094593	113.17488	110.5	114.29313	110.5
126	2	5.72175	8.5443328E7	0.16746227	92.924866	87.999504	171.2496	87.999504
126	1	5.57405	4.6278752E7	0.18563026	NaN	NaN	NaN	NaN
126	1	5.55021	4.628004E7	0.1709529	NaN	NaN	NaN	NaN
129	1	5.7498	4.2719736E7	0.36900368	97.45019	79.0	95.10559	79.0
129	47	7.28702	2.00784E9	1.5877761	NaN	NaN	NaN	NaN
129	14	7.0627	7.4760602E8	1.965026	NaN	NaN	NaN	NaN
129	7	6.36037	3.23957664E8	0.40090898	NaN	NaN	NaN	NaN
129	29	7.42353	1.34213235E9	3.8061845	NaN	NaN	NaN	NaN
129	11	6.75508	5.09090272E8	0.99724877	NaN	NaN	NaN	NaN
129	2	5.80895	9.255776E7	0.20892106	NaN	NaN	NaN	NaN
129	7	6.2627	3.23947424E8	0.28612277	NaN	NaN	NaN	NaN
132	1	5.76401	4.2719808E7	0.3875683	121.37842	102.0	123.1602	102.0
135	12	6.26626	5.12644704E8	0.18303697	119.85959	113.39949	Infinity	106.49974
136	1	5.77638	5.3410712E7	0.32351995	141.92	88.0	110.616356	88.0
136	1	5.54484	4.6287892E7	0.16778506	115.92835	60.0	114.82123	60.0
138	62	7.35234	3.31076787E9	1.2066375	NaN	NaN	NaN	NaN
138	6	5.53195	3.203856E8	0.023184938	93.636986	89.0	173.04697	89.0
138	3	5.84307	1.49508464E8	0.14551581	NaN	NaN	NaN	NaN
138	3	6.19641	1.38847632E8	0.53093547	NaN	NaN	NaN	NaN
138	7	6.4864	3.73796192E8	0.53695047	NaN	NaN	NaN	NaN
141	5	6.38702	2.1359928E8	0.6666514	142.93257	109.6	124.49864	109.6
143	2	5.5786	8.5439584E7	0.10214306	141.40477	138.0	178.22125	138.0
143	2	5.50494	1.06790312E8	0.063364334	NaN	NaN	NaN	NaN
143	2	5.87786	8.5442112E7	0.2871334	NaN	NaN	NaN	NaN
143	1	5.58124	4.2721164E7	0.20614903	NaN	NaN	NaN	NaN
148	2	5.74875	1.06802264E8	0.14706439	31.510733	7.0	100.42555	7.0
151	2	5.6292	8.5439872E7	0.12164766	NaN	NaN	NaN	NaN
152	1	5.61735	4.272156E7	0.23352519	61.676258	50.0	134.77225	50.0
154	12	6.36999	5.12644704E8	0.26190478	144.24365	135.0	Infinity	135.0
154	1	5.80796	6.4079784E7	0.30073193	150.5305	138.0	188.27657	138.0
154	28	7.1956	1.45245773E9	1.6006001	NaN	NaN	NaN	NaN
154	7	5.82966	2.990432E8	0.06945816	85.89163	72.0	99.46983	72.0
154	12	6.94077	7.6886803E8	1.2539564	174.01373	90.41664	229.44672	90.41664
154	4	5.62969	2.1361072E8	0.04873936	123.24911	113.501236	157.8412	113.501236
154	2	6.10243	1.06800104E8	0.49893335	NaN	NaN	NaN	NaN
154	1	5.66983	4.6280392E7	0.25840878	NaN	NaN	NaN	NaN
154	2	5.97516	8.5442624E7	0.40181816	176.8638	96.50016	161.59808	96.50016
154	1	5.64246	4.2720876E7	0.25468907	NaN	NaN	NaN	NaN
154	1	5.54974	4.2720876E7	0.18489821	138.97964	102.0	138.23358	102.0
159	2	6.03307	1.06807112E8	0.39262554	117.93786	52.500267	124.248634	52.500267
159	1	5.75226	4.9844312E7	0.31895968	NaN	NaN	NaN	NaN
164	2	5.57094	8.544012E7	0.09947271	NaN	NaN	NaN	NaN
167	17	6.45057	7.2625101E8	0.24419491	146.72806	138.58823	174.47821	138.58823
167	3	6.0328	1.9223352E8	0.21794204	147.08092	138.0	188.27657	138.0
167	7	6.27457	3.73809248E8	0.25832888	106.221924	89.0	239.31863	89.0
168	3	5.64464	1.28158392E8	0.08554079	156.5159	154.0	161.70308	154.0
169	12	6.3222	5.1264576E8	0.2220543	164.24417	119.83331	139.38252	119.83331
169	16	7.10256	6.8351776E8	2.4664953	224.88724	101.562485	139.26968	101.562485
169	19	6.74793	8.3303501E8	0.594586	NaN	NaN	NaN	NaN
169	7	6.10867	2.99054112E8	0.1820636	NaN	NaN	NaN	NaN
169	1	5.58152	4.272198E7	0.20634608	63.756405	50.0	163.02968	50.0
174	9	5.85872	3.84484352E8	0.059727546	180.94551	169.0	213.41086	169.0
174	15	6.18237	6.9420173E8	0.10116838	186.72252	163.64908	275.93246	164.30763
174	1	5.67359	9.970268E7	0.12151706	NaN	NaN	NaN	NaN
174	1	5.55627	7.119972E7	0.11347348	95.82449	58.0	272.898	58.0
174	2	5.75915	9.2560088E7	0.17590241	89.9756	46.0	88.26701	46.0
174	31	7.36641	1.3243753E9	3.166587	248.15092	61.17141	150.1837	60.41934
174	10	6.74313	4.27210272E8	1.14033	353.46597	125.399994	178.42719	125.399994
174	6	5.98443	2.56283552E8	0.13832167	NaN	NaN	NaN	NaN
177	2	5.88789	1.06799672E8	0.23780954	NaN	NaN	NaN	NaN
177	3	5.9361	1.6019704E8	0.18726955	NaN	NaN	NaN	NaN
177	1	5.66912	5.6948496E7	0.20948736	NaN	NaN	NaN	NaN
180	12	6.28184	5.12644704E8	0.19315672	165.01715	158.19989	Infinity	157.49992
185	5	5.6067	2.6699992E8	0.036015864	79.20317	72.0	88.194374	72.0
185	1	5.54451	6.051944E7	0.12818278	NaN	NaN	NaN	NaN
187	1	5.50794	6.4081352E7	0.10669547	NaN	NaN	NaN	NaN
189	1	5.5441	4.9839244E7	0.15543173	NaN	NaN	NaN	NaN
189	3	5.81908	1.7086312E8	0.11720362	NaN	NaN	NaN	NaN
191	6	6.09165	2.56320176E8	0.20028777	173.67625	167.0	175.13983	167.0
191	3	5.85807	1.6019968E8	0.14302598	NaN	NaN	NaN	NaN
191	4	5.76033	1.70896384E8	0.095660456	NaN	NaN	NaN	NaN
194	1	5.50248	4.2719808E7	0.15705447	NaN	NaN	NaN	NaN
194	1	5.50231	4.2719736E7	0.15696289	176.84814	169.0	292.32477	169.0
194	4	6.05807	2.13605776E8	0.21402636	181.26842	167.0	184.22192	167.0
194	9	6.126	3.84503808E8	0.15033749	NaN	NaN	NaN	NaN
194	33	7.28857	1.52722278E9	2.0986547	NaN	NaN	NaN	NaN
194	2	5.5846	1.06799864E8	0.083423324	146.17618	27.0	120.244026	27.0
197	8	6.14616	3.4176032E8	0.18133596	185.3334	180.0	185.68108	180.0
197	2	5.71469	8.5439872E7	0.16343284	160.0796	151.0	157.75821	151.0
199	2	5.52804	8.5439632E7	0.08577417	173.28871	169.0	292.32477	169.0
199	1	5.80945	5.3392712E7	0.36279422	NaN	NaN	NaN	NaN
199	1	5.57878	6.4074872E7	0.13628317	NaN	NaN	NaN	NaN
202	4	5.58381	1.7087768E8	0.05199959	191.55884	188.50005	Infinity	184.25003
204	1	5.6464	4.2719892E7	0.25818363	NaN	NaN	NaN	NaN
204	2	5.58003	9.9675392E7	0.08798711	159.99678	138.0	174.37895	138.0
207	1	5.86802	5.339496E7	0.4441109	150.88882	24.0	120.88225	24.0
207	2	5.68685	9.255988E7	0.13703172	NaN	NaN	NaN	NaN
207	1	5.57874	4.6279844E7	0.18866074	NaN	NaN	NaN	NaN
208	7	5.8255	3.73799808E8	0.054773863	163.66908	152.71431	162.48639	152.71431
210	3	6.20542	2.34956256E8	0.32368508	NaN	NaN	NaN	NaN
210	2	5.86913	1.13913264E8	0.20896998	230.79399	189.0	212.44072	189.0
210	4	6.18813	3.98694784E8	0.1796901	NaN	NaN	NaN	NaN
215	2	5.72553	1.21038912E8	0.11976586	NaN	NaN	NaN	NaN
217	12	6.36361	5.12644704E8	0.25619915	205.34203	196.29974	Infinity	197.24976
217	3	5.8384	1.28159856E8	0.16704038	197.35196	188.99994	232.96759	188.99994
217	3	6.30727	1.60208768E8	0.6748182	NaN	NaN	NaN	NaN
217	7	6.35769	3.48864768E8	0.36885446	NaN	NaN	NaN	NaN
217	1	5.63821	7.120576E7	0.15058005	108.19335	58.0	272.898	58.0
220	1	5.80108	6.407336E7	0.29370508	195.90169	98.0	202.81157	98.0
220	11	6.33517	5.09070176E8	0.23385467	NaN	NaN	NaN	NaN
222	1	5.64916	4.271154E7	0.2607069	NaN	NaN	NaN	NaN
223	1	5.58452	4.6287892E7	0.19243103	200.14368	136.0	191.92836	136.0
227	1	5.66341	4.2721392E7	0.2738038	140.45096	72.0	253.33817	72.0
227	2	5.99519	1.28159856E8	0.28707716	NaN	NaN	NaN	NaN
231	1	5.80987	5.3403872E7	0.36324427	219.54071	159.0	224.43759	159.0
232	2	5.53469	8.5439632E7	0.08776794	221.3884	217.0	225.35202	217.0
235	20	6.97904	1.18550323E9	0.9281791	185.25676	123.37815	180.98854	123.37815
235	2	6.07652	1.28175584E8	0.38014442	114.342964	89.0	239.31863	89.0
235	1	5.92458	6.4080128E7	0.44990116	118.99341	89.0	239.31863	89.0
235	6	6.5774	3.84433312E8	0.71492624	201.66174	154.0	237.59709	154.0
235	4	5.68352	2.1361072E8	0.05869691	185.73938	174.0	194.23367	174.0
235	16	6.61011	8.5440749E8	0.36014968	NaN	NaN	NaN	NaN
235	2	5.72327	2.70566848E8	0.053160578	98.58029	72.0	313.03705	72.0
235	1	5.76429	4.6288176E7	0.35804448	NaN	NaN	NaN	NaN
235	1	5.52751	4.6273564E7	0.15808818	NaN	NaN	NaN	NaN
236	1	5.69238	5.340324E7	0.2420855	199.34758	159.0	224.43759	159.0
236	2	5.74534	1.06802264E8	0.14534354	172.22392	148.0	172.51073	148.0
236	2	5.65103	1.42399232E8	0.07870496	84.234985	58.0	272.898	58.0
238	1	5.76411	4.2719808E7	0.38770103	188.38506	169.0	292.32477	169.0
240	16	6.36056	6.8359386E8	0.19011196	NaN	NaN	NaN	NaN
240	1	5.50966	4.6279872E7	0.14861566	NaN	NaN	NaN	NaN
240	14	6.84726	6.4790035E8	1.0773565	NaN	NaN	NaN	NaN
240	1	5.82376	4.6268872E7	0.4398676	NaN	NaN	NaN	NaN
240	7	6.47705	3.23953408E8	0.5998947	NaN	NaN	NaN	NaN
244	1	5.67135	5.6948496E7	0.21111263	219.22252	177.0	218.89748	177.0
244	1	5.73828	5.33943E7	0.2837233	NaN	NaN	NaN	NaN
246	14	6.6888	5.9809139E8	0.6751632	215.99927	192.83203	Infinity	196.28448
246	1	5.54454	6.4079784E7	0.12107297	143.04471	138.0	188.27657	138.0
248	1	5.7026	9.970268E7	0.13432501	218.77501	174.0	214.50569	174.0
248	10	6.59857	4.27195648E8	0.6921452	NaN	NaN	NaN	NaN
250	5	6.23408	2.1359928E8	0.39309323	223.45473	203.80006	256.55557	203.80006
250	1	5.69358	6.4080396E7	0.20258172	167.50545	154.0	237.59709	154.0
250	1	5.50868	6.4078288E7	0.106971174	NaN	NaN	NaN	NaN
253	2	5.64004	8.5449384E7	0.12627448	249.71396	246.0	265.85773	246.0
253	10	5.93165	5.3400736E8	0.055321362	246.06427	235.0	307.02994	235.0
254	2	5.72357	8.5439872E7	0.16852476	206.36249	197.0	206.0796	197.0
254	2	5.7403	1.99335136E8	0.076529175	235.50972	210.0	269.8967	210.0
258	1	5.57957	7.119956E7	0.12298339	98.99446	58.0	272.898	58.0
260	1	5.66648	5.6955104E7	0.20756237	NaN	NaN	NaN	NaN
260	2	5.51425	8.5435696E7	0.08178975	142.89487	102.0	206.44736	102.0
262	1	5.76361	4.6279896E7	0.35725924	208.3148	119.0	210.38007	119.0
264	1	5.59766	4.2731052E7	0.21812358	160.1605	129.0	355.82516	129.0
264	4	6.19833	1.70871232E8	0.43431222	398.1562	181.00006	253.67116	181.00006
266	12	6.36251	5.12644704E8	0.25522673	256.40808	247.40013	Infinity	247.16678
266	1	5.85803	4.2719868E7	0.5362674	87.77257	72.0	233.29068	72.0
266	1	5.6683	4.2719892E7	0.2784776	219.47098	204.0	218.34354	204.0
266	1	5.55408	4.6279896E7	0.17325349	NaN	NaN	NaN	NaN
268	2	5.53592	8.5439632E7	0.08814095	254.40704	250.0	269.65466	250.0
268	1	5.57344	4.627956E7	0.18523845	NaN	NaN	NaN	NaN
272	10	5.829	5.3400736E8	0.038807675	260.76154	253.0	264.06427	253.0
272	1	5.93781	6.4081728E7	0.4709136	NaN	NaN	NaN	NaN
272	1	5.68187	5.3399608E7	0.23347113	NaN	NaN	NaN	NaN
272	7	6.47921	4.48543584E8	0.43650237	NaN	NaN	NaN	NaN
274	24	6.86971	1.02526835E9	0.73570335	NaN	NaN	NaN	NaN
274	2	5.59991	1.21039E8	0.07760604	149.60603	72.0	196.16783	72.0
274	3	5.58447	1.3883976E8	0.064143375	NaN	NaN	NaN	NaN
274	4	6.04421	1.85107968E8	0.235428	NaN	NaN	NaN	NaN
276	2	5.96201	8.5439544E7	0.3839883	222.69945	203.50003	274.8549	203.50003
276	1	5.59281	4.2719856E7	0.21455659	179.72783	169.0	292.32477	169.0
277	2	5.8595	1.2816684E8	0.17965263	131.88422	72.0	151.06956	72.0
279	13	6.40687	5.5536403E8	0.27459705	276.49924	266.0	Infinity	251.07726
279	138	7.9276	6.5574528E9	4.4429197	NaN	NaN	NaN	NaN
279	12	6.74049	5.1264576E8	0.941658	361.0816	172.75	192.81184	172.75
279	8	6.91241	3.41759008E8	2.5578394	340.14188	212.24992	281.03427	212.24992
279	5	6.25139	2.1359928E8	0.41731226	278.0656	257.19998	270.7556	257.19998
279	2	5.74293	1.06803032E8	0.14413798	244.60919	235.0	296.8786	235.0
279	1	5.5726	6.4077568E7	0.1334005	97.893364	89.0	239.31863	89.0
279	15	6.16297	6.9420173E8	0.09461188	216.98259	195.40448	213.50288	192.77013
279	1	5.8241	7.8318816E7	0.26016483	383.4432	210.0	425.79004	210.0
279	1	5.63262	7.831864E7	0.1342872	NaN	NaN	NaN	NaN
279	1	5.55102	5.339982E7	0.1485769	NaN	NaN	NaN	NaN
279	4	6.20977	2.13600176E8	0.36143383	NaN	NaN	NaN	NaN
279	9	6.65349	7.3692934E8	0.48505825	307.5291	65.0	352.09314	65.0
279	2	5.81803	1.06797904E8	0.18682961	270.4148	177.0	270.63477	177.0
279	2	6.14017	1.0679232E8	0.56844753	330.24362	235.50237	285.19043	235.50237
279	5	6.56964	2.67010288E8	1.0020782	356.214	189.20094	237.75331	189.20094
279	11	6.76747	5.4823405E8	0.966541	NaN	NaN	NaN	NaN
279	6	6.57387	3.41714752E8	0.7945347	NaN	NaN	NaN	NaN
279	1	5.69375	1.3526776E8	0.09602672	120.01336	72.0	313.03705	72.0
279	1	5.95534	7.120028E7	0.45028916	208.09639	58.0	272.898	58.0
279	1	5.53292	7.1200096E7	0.104679205	92.89307	58.0	272.898	58.0
279	67	7.33411	2.8622313E9	1.3105265	387.19662	189.43709	368.89877	193.61205
279	9	6.77074	4.16500512E8	1.2866875	NaN	NaN	NaN	NaN
279	6	6.42229	2.7769328E8	0.5792175	NaN	NaN	NaN	NaN
279	41	6.81604	1.7516128E9	0.357768	NaN	NaN	NaN	NaN
279	14	7.21738	6.4791885E8	3.8684053	NaN	NaN	NaN	NaN
279	20	6.9052	9.2555654E8	0.9212652	NaN	NaN	NaN	NaN
279	7	6.14086	2.99054112E8	0.20347165	372.47165	169.0	351.0636	169.0
279	1	5.72743	4.627992E7	0.3152998	NaN	NaN	NaN	NaN
279	5	6.11295	2.31399568E8	0.23879632	NaN	NaN	NaN	NaN
279	1	5.52426	5.3398336E7	0.13546334	NaN	NaN	NaN	NaN
279	3	6.06347	1.38820896E8	0.33551696	NaN	NaN	NaN	NaN
279	9	6.62877	3.52439456E8	0.93119955	NaN	NaN	NaN	NaN
279	8	6.63348	3.70238368E8	0.9009916	1630.6527	129.0	1791.0813	129.0
279	6	6.22472	2.7766784E8	0.2927714	616.95233	129.0	605.8713	129.0
279	10	6.64473	4.6279088E8	0.7493521	NaN	NaN	NaN	NaN
279	11	6.63263	5.0907984E8	0.6533364	NaN	NaN	NaN	NaN
279	1	5.62875	4.6277204E7	0.22424243	NaN	NaN	NaN	NaN
279	1	5.6622	4.6279844E7	0.25169626	NaN	NaN	NaN	NaN
279	1	5.74752	4.627978E7	0.33794853	NaN	NaN	NaN	NaN
279	5	5.7499	2.49188944E8	0.06328257	NaN	NaN	NaN	NaN
279	2	5.59717	1.0679652E8	0.08712896	206.12897	119.0	278.35107	119.0
280	47	7.47129	2.00784294E9	3.0004737	362.0597	267.79358	Infinity	268.50885
280	1	5.63938	6.4073484E7	0.16801444	286.0006	279.0	464.12167	279.0
280	12	5.88403	5.1264576E8	0.048886422	288.77728	279.0	467.3316	279.0
280	10	6.74935	4.27198592E8	1.1651208	304.25607	246.00003	319.00867	246.00003
285	1	5.57512	4.2720168E7	0.20183887	209.36777	169.0	287.9172	169.0
287	1	5.74103	5.3400284E7	0.28639653	264.73276	217.0	329.4697	217.0
287	2	5.66596	9.2559664E7	0.12749293	199.49294	72.0	144.16254	72.0
290	6	5.97551	2.56294256E8	0.13412084	125.64833	72.0	225.78006	72.0
293	2	5.73319	1.49517984E8	0.09955455	121.777275	72.0	178.23189	72.0
293	3	5.85145	1.28164544E8	0.17473373	185.64891	174.0	385.1058	174.0
295	1	5.5513	4.2719988E7	0.18589869	284.46762	279.0	409.6741	279.0
298	2	5.73605	1.06789264E8	0.14077295	NaN	NaN	NaN	NaN
298	1	5.69014	4.2721416E7	0.30028397	189.0142	174.0	332.32935	174.0
307	1	5.78669	6.4070836E7	0.2794746	172.63164	154.0	237.59709	154.0
307	1	5.70912	4.6275396E7	0.29600474	NaN	NaN	NaN	NaN
309	2	5.52626	8.5438736E7	0.08525009	282.50735	280.0	368.24924	280.0
309	1	5.62464	4.272156E7	0.23948127	185.97406	174.0	332.32935	174.0
310	2	5.59009	8.5438672E7	0.106278345	297.62592	294.5001	339.8781	294.5001
310	1	5.73889	5.339778E7	0.2842946	264.38245	217.0	329.4697	217.0
311	5	6.0265	2.13608608E8	0.19191127	291.4441	285.79965	356.90155	285.79965
312	3	5.83644	1.28164896E8	0.165905	224.7269	213.66656	358.28693	213.66656
313	7	6.09796	2.99036064E8	0.17546433	299.22495	291.99997	Infinity	288.5714
313	1	5.65225	4.2721596E7	0.26344803	187.1724	174.0	332.32935	174.0
313	1	5.73745	4.2721584E7	0.3535841	191.6792	174.0	332.32935	174.0
