index	lat	lon	depth	relProb	randProbs	vol	blockDist
54	35.0	-117.3	12.0	1.3543793E-6	1.19E-6	607.8820539135852	115.60138650142686
55	35.0	-117.25	12.0	1.313221E-6	1.28E-6	607.8820539135852	116.86443177377079
56	35.0	-117.2	12.0	1.2688309E-6	1.39E-6	607.8820539135852	118.28728956010254
57	35.0	-117.15	12.0	1.2219424E-6	1.22E-6	607.8820539135852	119.86426879625104
58	35.0	-117.1	12.0	1.1732617E-6	1.19E-6	607.8820539132757	121.58937289730417
59	35.0	-117.05	12.0	1.1234501E-6	1.19E-6	607.8820539132757	123.45639260068477
60	35.0	-117.0	12.0	1.0731104E-6	1.2E-6	607.8820539132757	125.45899230945663
61	35.0	-116.95	12.0	1.0227776E-6	1.21E-6	607.8820539132757	127.59078820020413
62	35.0	-116.9	12.0	9.729157E-7	8.8E-7	607.8820539132757	129.84541701850537
63	35.0	-116.85	12.0	9.239159E-7	9.8E-7	607.8820539132757	132.2165950733301
64	35.0	-116.8	12.0	8.7609953E-7	9.3E-7	607.8820539132757	134.69816743287743
65	35.0	-116.75	12.0	8.297218E-7	9.1E-7	607.8820539132757	137.28414770716083
66	35.0	-116.7	12.0	7.8497783E-7	7.6E-7	607.8820539132757	139.96874907815118
67	35.0	-116.65	12.0	7.4200904E-7	8.5E-7	607.8820539132757	142.74640741622358
68	35.0	-116.6	12.0	7.009102E-7	7.3E-7	607.8820539132757	145.61179741658881
69	35.0	-116.55	12.0	6.61736E-7	8.9E-7	607.8820539132757	148.55984271819918
70	35.0	-116.5	12.0	6.2450795E-7	6.4E-7	607.8820539132757	151.5857209467225
71	35.0	-116.45	12.0	5.8921995E-7	5.2E-7	607.8820539132757	154.68486456772143
72	35.0	-116.4	12.0	5.558442E-7	5.3E-7	607.8820539132757	157.85295835886694
73	35.0	-116.35	12.0	5.2433563E-7	6.3E-7	607.8820539135852	161.08593422106645
74	35.0	-116.3	12.0	4.946362E-7	5.8E-7	607.8820539135852	164.37996395551363
75	35.0	-116.25	12.0	4.6667827E-7	5.0E-7	607.8820539135852	167.73145054244696
76	35.0	-116.2	12.0	4.4038782E-7	3.8E-7	607.8820539135852	171.13701837137947
77	35.0	-116.15	12.0	4.1568666E-7	4.4E-7	607.8820539135852	174.59350279415776
78	35.0	-116.1	12.0	3.924944E-7	3.9E-7	607.8820539135852	178.09793930233005
79	35.0	-116.05	12.0	3.7073013E-7	3.6E-7	607.8820539135852	181.6475525694042
80	35.0	-116.0	12.0	3.503135E-7	4.4E-7	607.8820539132757	185.23974554638014
81	35.05	-120.0	12.0	3.6919573E-7	4.0E-7	607.5107232298984	181.90825948701897
82	35.05	-119.95	12.0	3.9151993E-7	3.6E-7	607.5107232298984	178.2512059498203
83	35.05	-119.9	12.0	4.1540278E-7	4.6E-7	607.5107232298984	174.63481059304016
84	35.05	-119.85	12.0	4.4094799E-7	4.4E-7	607.5107232298984	171.06165208632206
85	35.05	-119.8	12.0	4.6826207E-7	4.7E-7	607.5107232298984	167.53449690577133
86	35.05	-119.75	12.0	4.9745324E-7	4.4E-7	607.5107232298984	164.05631224604267
87	35.05	-119.7	12.0	5.2862964E-7	5.4E-7	607.5107232298984	160.63027926703393
88	35.05	-119.65	12.0	5.618975E-7	5.7E-7	607.5107232298984	157.25980650621665
89	35.05	-119.6	12.0	5.9735805E-7	5.7E-7	607.5107232302075	153.94854323010887
90	35.05	-119.55	12.0	6.3510464E-7	5.3E-7	607.5107232302075	150.7003924291717
91	35.05	-119.5	12.0	6.752183E-7	6.7E-7	607.5107232298984	147.51952307838152
92	35.05	-119.45	12.0	7.177629E-7	7.3E-7	607.5107232298984	144.41038119045686
93	35.05	-119.4	12.0	7.627788E-7	9.7E-7	607.5107232298984	141.37769908018058
94	35.05	-119.35	12.0	8.1027673E-7	7.6E-7	607.5107232298984	138.42650213803807
95	35.05	-119.3	12.0	8.602289E-7	7.7E-7	607.5107232298984	135.5621122824204
96	35.05	-119.25	12.0	9.125606E-7	1.04E-6	607.5107232298984	132.79014712735264
97	35.05	-119.2	12.0	9.671405E-7	9.7E-7	607.5107232298984	130.1165137754217
98	35.05	-119.15	12.0	1.0237703E-6	9.8E-7	607.5107232298984	127.54739603523146
99	35.05	-119.1	12.0	1.082175E-6	1.22E-6	607.5107232298984	125.08923378532488
100	35.05	-119.05	12.0	1.1419929E-6	1.17E-6	607.5107232298984	122.74869318230888
101	35.05	-119.0	12.0	1.2027677E-6	1.12E-6	607.5107232298984	120.53262646380303
102	35.05	-118.95	12.0	1.2639431E-6	1.3E-6	607.5107232298984	118.44802025316365
103	35.05	-118.9	12.0	1.3248607E-6	1.46E-6	607.5107232298984	116.5019315584861
104	35.05	-118.85	12.0	1.3847631E-6	1.78E-6	607.5107232298984	114.70141109487462
105	35.05	-118.8	12.0	1.4428028E-6	1.35E-6	607.5107232298984	113.05341415802538
106	35.05	-118.75	12.0	1.4980587E-6	1.43E-6	607.5107232298984	111.56470003432867
107	35.05	-118.7	12.0	1.5495598E-6	1.7E-6	607.5107232298984	110.24172182094479
108	35.05	-118.65	12.0	1.5963158E-6	1.65E-6	607.5107232302075	109.09050949407353
109	35.05	-118.6	12.0	1.637355E-6	1.67E-6	607.5107232302075	108.11655002190756
110	35.05	-118.55	12.0	1.671767E-6	1.75E-6	607.5107232302075	107.32466916294622
111	35.05	-118.5	12.0	1.6987452E-6	1.76E-6	607.5107232302075	106.71892019958413
112	35.05	-118.45	12.0	1.7176302E-6	1.55E-6	607.5107232302075	106.3024851145432
113	35.05	-118.4	12.0	1.7279455E-6	1.97E-6	607.5107232302075	106.07759353333427
114	35.05	-118.35	12.0	1.7296953E-6	1.59E-6	607.5107232298984	106.03962265642936
115	35.05	-118.3	12.0	1.7289756E-6	1.87E-6	607.5107232298984	106.05523380306612
116	35.05	-118.25	12.0	1.7283955E-6	1.83E-6	607.5107232298984	106.06782255624832
117	35.05	-118.2	12.0	1.7279126E-6	1.67E-6	607.5107232298984	106.07830805475687
118	35.05	-118.15	12.0	1.7275219E-6	1.78E-6	607.5107232298984	106.08679273775472
119	35.05	-118.1	12.0	1.7272752E-6	1.97E-6	607.5107232298984	106.09215265310912
120	35.05	-118.05	12.0	1.7270736E-6	1.67E-6	607.5107232298984	106.09653319348874
121	35.05	-118.0	12.0	1.7270628E-6	1.8E-6	607.5107232298984	106.09676752711582
122	35.05	-117.95	12.0	1.7270733E-6	1.91E-6	607.5107232298984	106.09653919970533
123	35.05	-117.9	12.0	1.7272753E-6	1.57E-6	607.5107232298984	106.09215120010663
124	35.05	-117.85	12.0	1.7275217E-6	1.64E-6	607.5107232298984	106.08679728186553
125	35.05	-117.8	12.0	1.7279127E-6	1.75E-6	607.5107232298984	106.07830513887218
126	35.05	-117.75	12.0	1.7283954E-6	1.73E-6	607.5107232298984	106.06782563844793
127	35.05	-117.7	12.0	1.7289758E-6	1.7E-6	607.5107232298984	106.05522942380092
128	35.05	-117.65	12.0	1.7296952E-6	1.69E-6	607.5107232298984	106.03962427666869
129	35.05	-117.6	12.0	1.7279476E-6	1.94E-6	607.5107232302075	106.07754727991635
130	35.05	-117.55	12.0	1.7176351E-6	1.82E-6	607.5107232302075	106.30237773834494
131	35.05	-117.5	12.0	1.6987528E-6	1.91E-6	607.5107232302075	106.71875226072723
132	35.05	-117.45	12.0	1.671777E-6	1.5E-6	607.5107232302075	107.32444153455903
133	35.05	-117.4	12.0	1.6373673E-6	1.55E-6	607.5107232302075	108.11626386756662
134	35.05	-117.35	12.0	1.59633E-6	1.69E-6	607.5107232302075	109.0901662388293
135	35.05	-117.3	12.0	1.5495757E-6	1.35E-6	607.5107232302075	110.24132311754673
136	35.05	-117.25	12.0	1.498076E-6	1.59E-6	607.5107232302075	111.56424772639791
137	35.05	-117.2	12.0	1.442821E-6	1.35E-6	607.5107232302075	113.05291024190676
138	35.05	-117.15	12.0	1.3847821E-6	1.3E-6	607.5107232302075	114.70085768175397
139	35.05	-117.1	12.0	1.3248801E-6	1.24E-6	607.5107232298984	116.50133083812119
140	35.05	-117.05	12.0	1.2639628E-6	1.3E-6	607.5107232298984	118.4473744602824
141	35.05	-117.0	12.0	1.2027873E-6	1.3E-6	607.5107232298984	120.531937847913
142	35.05	-116.95	12.0	1.1420123E-6	1.05E-6	607.5107232298984	122.7479639813621
143	35.05	-116.9	12.0	1.082194E-6	9.8E-7	607.5107232298984	125.08846620342017
144	35.05	-116.85	12.0	1.0237887E-6	9.4E-7	607.5107232298984	127.54659222431782
145	35.05	-116.8	12.0	9.671583E-7	1.03E-6	607.5107232298984	130.11567582081125
146	35.05	-116.75	12.0	9.1257766E-7	1.08E-6	607.5107232298984	132.78927703671954
147	35.05	-116.7	12.0	8.602452E-7	7.8E-7	607.5107232298984	135.56121197791177
148	35.05	-116.65	12.0	8.102923E-7	9.4E-7	607.5107232298984	138.42557345109253
149	35.05	-116.6	12.0	7.627936E-7	7.5E-7	607.5107232298984	141.37674374862755
150	35.05	-116.55	12.0	7.177768E-7	7.6E-7	607.5107232298984	144.40940085750717
151	35.05	-116.5	12.0	6.752315E-7	7.8E-7	607.5107232298984	147.518519293142
152	35.05	-116.45	12.0	6.3511703E-7	5.8E-7	607.5107232298984	150.6993666483566
153	35.05	-116.4	12.0	5.973697E-7	6.0E-7	607.5107232298984	153.94749682066393
154	35.05	-116.35	12.0	5.6190845E-7	6.3E-7	607.5107232302075	157.25874074861213
155	35.05	-116.3	12.0	5.2863993E-7	5.6E-7	607.5107232302075	160.62919535902356
156	35.05	-116.25	12.0	4.9746285E-7	5.5E-7	607.5107232302075	164.05521130672236
157	35.05	-116.2	12.0	4.6827108E-7	4.5E-7	607.5107232302075	167.53337997980313
158	35.05	-116.15	12.0	4.409564E-7	3.4E-7	607.5107232302075	171.0605201482174
159	35.05	-116.1	12.0	4.1541065E-7	4.1E-7	607.5107232302075	174.63366455142054
160	35.05	-116.05	12.0	3.915273E-7	2.7E-7	607.5107232302075	178.25004665159355
161	35.05	-116.0	12.0	3.692026E-7	3.7E-7	607.5107232298984	181.90708772142523
162	35.1	-120.0	12.0	3.8877005E-7	4.4E-7	607.1389299006778	178.68647793961568
163	35.1	-119.95	12.0	4.1314667E-7	4.0E-7	607.1389299006778	174.96444138461356
164	35.1	-119.9	12.0	4.3932047E-7	3.9E-7	607.1389299006778	171.28098457717869
165	35.1	-119.85	12.0	4.6742363E-7	4.2E-7	607.1389299006778	167.63865062854177
166	35.1	-119.8	12.0	4.975942E-7	4.7E-7	607.1389299006778	164.04017882677886
167	35.1	-119.75	12.0	5.299751E-7	4.3E-7	607.1389299006778	160.48851962871862
168	35.1	-119.7	12.0	5.647126E-7	4.9E-7	607.1389299006778	156.98685032144044
169	35.1	-119.65	12.0	6.01954E-7	6.2E-7	607.1389299006778	153.53859121799903
170	35.1	-119.6	12.0	6.4184525E-7	6.9E-7	607.1389299009868	150.14742219132998
171	35.1	-119.55	12.0	6.8452687E-7	7.1E-7	607.1389299009868	146.81729927473955
172	35.1	-119.5	12.0	7.301294E-7	8.5E-7	607.1389299006778	143.55247096475944
173	35.1	-119.45	12.0	7.787677E-7	8.2E-7	607.1389299006778	140.35749375070966
174	35.1	-119.4	12.0	8.305334E-7	7.7E-7	607.1389299006778	137.2372462635622
175	35.1	-119.35	12.0	8.854865E-7	8.9E-7	607.1389299006778	134.1969412846786
176	35.1	-119.3	12.0	9.436448E-7	8.6E-7	607.1389299006778	131.24213468415562
177	35.1	-119.25	12.0	1.0049722E-6	9.7E-7	607.1389299006778	128.3787301731768
178	35.1	-119.2	12.0	1.0693652E-6	1.03E-6	607.1389299006778	125.61297856285934
179	35.1	-119.15	12.0	1.1366384E-6	1.1E-6	607.1389299006778	122.95147003644206
180	35.1	-119.1	12.0	1.2065087E-6	1.04E-6	607.1389299006778	120.40111778112062
181	35.1	-119.05	12.0	1.2785808E-6	1.24E-6	607.1389299006778	117.96913121616815
182	35.1	-119.0	12.0	1.3523326E-6	1.26E-6	607.1389299006778	115.6629770280207
183	35.1	-118.95	12.0	1.4271038E-6	1.52E-6	607.1389299006778	113.49032631992968
184	35.1	-118.9	12.0	1.5020893E-6	1.42E-6	607.1389299006778	111.45898644594128
185	35.1	-118.85	12.0	1.5763379E-6	1.83E-6	607.1389299006778	109.5768165673809
186	35.1	-118.8	12.0	1.6487613E-6	1.55E-6	607.1389299006778	107.8516266760002
187	35.1	-118.75	12.0	1.7181521E-6	1.62E-6	607.1389299006778	106.29106078316235
188	35.1	-118.7	12.0	1.783214E-6	1.56E-6	607.1389299006778	104.90246615925305
189	35.1	-118.65	12.0	1.8426034E-6	2.0E-6	607.1389299009868	103.69275186004701
190	35.1	-118.6	12.0	1.8949842E-6	1.93E-6	607.1389299009868	102.6682411871269
191	35.1	-118.55	12.0	1.9390875E-6	1.79E-6	607.1389299009868	101.83452404140532
192	35.1	-118.5	12.0	1.9737797E-6	2.07E-6	607.1389299009868	101.19631615406654
193	35.1	-118.45	12.0	1.9981248E-6	2.15E-6	607.1389299009868	100.75733272422775
194	35.1	-118.4	12.0	2.0114437E-6	2.04E-6	607.1389299009868	100.52018389547652
195	35.1	-118.35	12.0	2.0137159E-6	1.93E-6	607.1389299006778	100.47993533465295
196	35.1	-118.3	12.0	2.0128377E-6	2.18E-6	607.1389299006778	100.49548118784546
197	35.1	-118.25	12.0	2.0121236E-6	1.99E-6	607.1389299006778	100.50813513931591
198	35.1	-118.2	12.0	2.0115356E-6	2.05E-6	607.1389299006778	100.51855543943832
199	35.1	-118.15	12.0	2.0110533E-6	1.89E-6	607.1389299006778	100.527105224956
200	35.1	-118.1	12.0	2.0107545E-6	1.99E-6	607.1389299006778	100.53240003772027
201	35.1	-118.05	12.0	2.010504E-6	1.98E-6	607.1389299006778	100.5368455890201
202	35.1	-118.0	12.0	2.0104944E-6	2.08E-6	607.1389299006778	100.5370149117015
203	35.1	-117.95	12.0	2.0105035E-6	2.06E-6	607.1389299006778	100.53685196796354
204	35.1	-117.9	12.0	2.0107548E-6	1.87E-6	607.1389299006778	100.5323985854834
205	35.1	-117.85	12.0	2.0110529E-6	1.96E-6	607.1389299006778	100.52711014209268
206	35.1	-117.8	12.0	2.0115356E-6	1.96E-6	607.1389299006778	100.5185525245383
207	35.1	-117.75	12.0	2.0121233E-6	1.81E-6	607.1389299006778	100.50813859488532
208	35.1	-117.7	12.0	2.012838E-6	1.85E-6	607.1389299006778	100.49547680975607
209	35.1	-117.65	12.0	2.0137156E-6	2.07E-6	607.1389299006778	100.47993732863698
210	35.1	-117.6	12.0	2.0114464E-6	2.28E-6	607.1389299009868	100.52013540924324
211	35.1	-117.55	12.0	1.998131E-6	2.19E-6	607.1389299009868	100.75721980246651
212	35.1	-117.5	12.0	1.9737893E-6	2.1E-6	607.1389299009868	101.19613945259928
213	35.1	-117.45	12.0	1.9391005E-6	1.68E-6	607.1389299009868	101.83428458065931
214	35.1	-117.4	12.0	1.8949999E-6	1.97E-6	607.1389299009868	102.66794032295043
215	35.1	-117.35	12.0	1.8426215E-6	1.87E-6	607.1389299009868	103.69239124649661
216	35.1	-117.3	12.0	1.783234E-6	1.63E-6	607.1389299009868	104.9020477056266
217	35.1	-117.25	12.0	1.7181738E-6	1.76E-6	607.1389299009868	106.29058660769547
218	35.1	-117.2	12.0	1.6487842E-6	1.9E-6	607.1389299009868	107.85109905856257
219	35.1	-117.15	12.0	1.5763615E-6	1.4E-6	607.1389299009868	109.57623790324777
220	35.1	-117.1	12.0	1.5021132E-6	1.48E-6	607.1389299006778	111.45835920233203
221	35.1	-117.05	12.0	1.4271278E-6	1.39E-6	607.1389299006778	113.48965299656267
222	35.1	-117.0	12.0	1.3523564E-6	1.5E-6	607.1389299006778	115.66226012248659
223	35.1	-116.95	12.0	1.2786041E-6	1.36E-6	607.1389299006778	117.96837319451649
224	35.1	-116.9	12.0	1.2065314E-6	1.3E-6	607.1389299006778	120.40032105371272
225	35.1	-116.85	12.0	1.1366603E-6	1.05E-6	607.1389299006778	122.95063693885807
226	35.1	-116.8	12.0	1.0693863E-6	1.07E-6	607.1389299006778	125.61211134147099
227	35.1	-116.75	12.0	1.0049923E-6	9.7E-7	607.1389299006778	128.37783097486533
228	35.1	-116.7	12.0	9.436639E-7	1.04E-6	607.1389299006778	131.2412055496183
229	35.1	-116.65	12.0	8.8550456E-7	9.0E-7	607.1389299006778	134.19598414475985
230	35.1	-116.6	12.0	8.3055045E-7	7.9E-7	607.1389299006778	137.23626293804978
231	35.1	-116.55	12.0	7.787837E-7	7.0E-7	607.1389299006778	140.35648594909978
232	35.1	-116.5	12.0	7.3014445E-7	6.9E-7	607.1389299006778	143.55144028854454
233	35.1	-116.45	12.0	6.845409E-7	6.0E-7	607.1389299006778	146.81624722083285
234	35.1	-116.4	12.0	6.4185843E-7	6.0E-7	607.1389299006778	150.1463501563034
235	35.1	-116.35	12.0	6.0196635E-7	5.9E-7	607.1389299009868	153.53750050286664
236	35.1	-116.3	12.0	5.647241E-7	6.7E-7	607.1389299009868	156.98574213677233
237	35.1	-116.25	12.0	5.299858E-7	4.5E-7	607.1389299009868	160.48739509991432
238	35.1	-116.2	12.0	4.9760416E-7	6.0E-7	607.1389299009868	164.03903899936822
239	35.1	-116.15	12.0	4.674329E-7	4.6E-7	607.1389299009868	167.63749647341405
240	35.1	-116.1	12.0	4.393291E-7	3.0E-7	607.1389299009868	171.27981699566638
241	35.1	-116.05	12.0	4.1315474E-7	4.4E-7	607.1389299009868	174.96326121338004
242	35.1	-116.0	12.0	3.8877752E-7	3.7E-7	607.1389299006778	178.68528595531126
243	35.15	-120.0	12.0	4.0896603E-7	4.2E-7	606.7666742087512	175.58165495877046
244	35.15	-119.95	12.0	4.3553942E-7	5.5E-7	606.7666742087512	171.79475239787334
245	35.15	-119.9	12.0	4.6417796E-7	3.9E-7	606.7666742087512	168.0441977520831
246	35.15	-119.85	12.0	4.9504814E-7	4.7E-7	606.7666742087512	164.33247974196865
247	35.15	-119.8	12.0	5.2832644E-7	5.6E-7	606.7666742087512	160.66229007286236
248	35.15	-119.75	12.0	5.6419873E-7	6.3E-7	606.7666742087512	157.03654051868733
249	35.15	-119.7	12.0	6.028588E-7	5.8E-7	606.7666742087512	153.45838106146832
250	35.15	-119.65	12.0	6.445067E-7	6.2E-7	606.7666742087512	149.93121900139747
251	35.15	-119.6	12.0	6.89346E-7	6.7E-7	606.7666742090598	146.4587388918511
252	35.15	-119.55	12.0	7.375797E-7	6.8E-7	606.7666742090598	143.04492307539994
253	35.15	-119.5	12.0	7.8940565E-7	8.2E-7	606.7666742087512	139.69407249705145
254	35.15	-119.45	12.0	8.4500954E-7	8.1E-7	606.7666742087512	136.41082734623586
255	35.15	-119.4	12.0	9.045565E-7	1.0E-6	606.7666742087512	133.20018692579373
256	35.15	-119.35	12.0	9.681806E-7	1.01E-6	606.7666742087512	130.06752796204339
257	35.15	-119.3	12.0	1.0359719E-6	9.7E-7	606.7666742087512	127.01862035369538
258	35.15	-119.25	12.0	1.1079603E-6	1.11E-6	606.7666742087512	124.05963911064782
259	35.15	-119.2	12.0	1.1840987E-6	1.05E-6	606.7666742087512	121.19717096236563
260	35.15	-119.15	12.0	1.2642406E-6	1.31E-6	606.7666742087512	118.438213831543
261	35.15	-119.1	12.0	1.3481191E-6	1.32E-6	606.7666742087512	115.79016709220235
262	35.15	-119.05	12.0	1.4353221E-6	1.5E-6	606.7666742087512	113.26081029280618
263	35.15	-119.0	12.0	1.5252695E-6	1.67E-6	606.7666742087512	110.85826786683361
264	35.15	-118.95	12.0	1.6171913E-6	1.65E-6	606.7666742087512	108.59095733068641
265	35.15	-118.9	12.0	1.7101127E-6	1.72E-6	606.7666742087512	106.46751864706907
266	35.15	-118.85	12.0	1.8028446E-6	1.66E-6	606.7666742087512	104.49672288182805
267	35.15	-118.8	12.0	1.8939886E-6	1.81E-6	606.7666742087512	102.68735906881659
268	35.15	-118.75	12.0	1.981955E-6	2.04E-6	606.7666742087512	101.0480993652196
269	35.15	-118.7	12.0	2.0650002E-6	2.26E-6	606.7666742087512	99.58734413281256
270	35.15	-118.65	12.0	2.1412836E-6	2.17E-6	606.7666742090598	98.31305046045466
271	35.15	-118.6	12.0	2.2089428E-6	1.93E-6	606.7666742090598	97.23254971233291
272	35.15	-118.55	12.0	2.2661854E-6	2.16E-6	606.7666742090598	96.3523617229562
273	35.15	-118.5	12.0	2.3113892E-6	2.11E-6	606.7666742090598	95.67801497172806
274	35.15	-118.45	12.0	2.3432037E-6	2.21E-6	606.7666742090598	95.21388313464463
275	35.15	-118.4	12.0	2.3606412E-6	2.43E-6	606.7666742090598	94.96304853749186
276	35.15	-118.35	12.0	2.3636335E-6	2.32E-6	606.7666742087512	94.92025566145759
277	35.15	-118.3	12.0	2.362551E-6	1.99E-6	606.7666742087512	94.93572857264891
278	35.15	-118.25	12.0	2.361661E-6	2.38E-6	606.7666742087512	94.94845535754952
279	35.15	-118.2	12.0	2.360938E-6	2.24E-6	606.7666742087512	94.95880282413236
280	35.15	-118.15	12.0	2.3603354E-6	2.31E-6	606.7666742087512	94.9674253345738
281	35.15	-118.1	12.0	2.3599707E-6	2.23E-6	606.7666742087512	94.97264742233578
282	35.15	-118.05	12.0	2.3596551E-6	2.31E-6	606.7666742087512	94.97716559545438
283	35.15	-118.0	12.0	2.3596485E-6	2.28E-6	606.7666742087512	94.97726229628861
284	35.15	-117.95	12.0	2.3596547E-6	2.42E-6	606.7666742087512	94.9771723907594
285	35.15	-117.9	12.0	2.359971E-6	2.56E-6	606.7666742087512	94.97264597095423
286	35.15	-117.85	12.0	2.3603352E-6	2.38E-6	606.7666742087512	94.96743066841067
287	35.15	-117.8	12.0	2.360938E-6	2.5E-6	606.7666742087512	94.95879991033235
288	35.15	-117.75	12.0	2.3616608E-6	2.38E-6	606.7666742087512	94.94845923021217
289	35.15	-117.7	12.0	2.3625512E-6	2.76E-6	606.7666742087512	94.93572419587302
290	35.15	-117.65	12.0	2.3636333E-6	2.47E-6	606.7666742087512	94.92025807296685
291	35.15	-117.6	12.0	2.3606449E-6	2.09E-6	606.7666742090598	94.96299755726116
292	35.15	-117.55	12.0	2.343212E-6	2.32E-6	606.7666742090598	95.21376402352406
293	35.15	-117.5	12.0	2.3114019E-6	2.55E-6	606.7666742090598	95.67782850445384
294	35.15	-117.45	12.0	2.266202E-6	2.56E-6	606.7666742090598	96.35210910229965
295	35.15	-117.4	12.0	2.208963E-6	2.25E-6	606.7666742090598	97.23223253082612
296	35.15	-117.35	12.0	2.1413068E-6	2.05E-6	606.7666742090598	98.31267065200319
297	35.15	-117.3	12.0	2.065026E-6	1.89E-6	606.7666742090598	99.58690391744928
