0	0.3	0.34	0.26
1	0.61	0.69	0.52
2	0.91	1.03	0.79
3	1.21	1.37	1.05
4	1.21	1.37	1.05
5	1.21	1.37	1.05
6	1.21	1.37	1.05
7	1.21	1.37	1.05
8	1.21	1.37	1.05
9	1.21	1.37	1.05
10	1.21	1.37	1.05
11	1.21	1.37	1.05
12	1.21	1.37	1.05
13	1.21	1.37	1.05
14	1.21	1.37	1.05
15	1.21	1.37	1.05
16	1.21	1.37	1.05
17	1.21	1.37	1.05
18	1.21	1.37	1.05
19	1.21	1.37	1.05
20	1.21	1.37	1.05
21	1.21	1.37	1.05
22	1.21	1.37	1.05
23	1.21	1.37	1.05
24	1.21	1.37	1.05
25	1.21	1.37	1.05
26	1.21	1.37	1.05
27	1.21	1.37	1.05
28	1.21	1.37	1.05
29	1.21	1.37	1.05
30	0.91	1.03	0.79
31	0.61	0.69	0.52
32	0.3	0.34	0.26
