0	1.2	0.18
1	1.24	0.19
2	1.52	0.23
3	1.8	0.27
4	1.96	0.29
5	2.06	0.31
6	2.04	0.31
7	1.88	0.28
8	1.82	0.27
9	1.76	0.26
10	1.59	0.24
11	1.46	0.22
12	1.11	0.17
13	0.97	0.15
14	1.05	0.16
15	1.17	0.18
16	1.35	0.2
17	1.58	0.24
18	1.69	0.25
19	1.73	0.26
20	1.78	0.27
21	1.76	0.26
22	1.69	0.25
23	1.75	0.26
24	1.72	0.26
25	1.72	0.26
26	1.73	0.26
27	1.73	0.26
28	1.73	0.26
29	1.3	0.2
30	1.3	0.2
31	1.3	0.2
32	1.3	0.2
