0	1	0.52	1.55
1	1.22	0.69	1.84
2	1.59	1.02	2.12
3	1.79	1.27	2.27
4	2.03	1.49	2.37
5	2.1	1.73	2.45
6	2.05	1.68	2.36
7	1.86	1.48	2.26
8	1.67	1.2	2.19
9	1.75	0.99	2.23
10	1.76	0.87	2.3
11	1.56	0.72	2.22
12	1.16	0.62	1.96
13	0.99	0.58	1.65
14	0.92	0.57	1.42
15	1.03	0.59	1.34
16	1.08	0.68	1.4
17	1.33	0.92	1.51
18	1.47	1.18	1.67
19	1.62	1.39	1.86
20	1.73	1.48	2.05
21	1.74	1.52	2.12
22	1.7	1.55	2.02
23	1.78	1.47	1.92
24	1.58	1.19	1.9
25	1.23	0.94	1.69
26	1.17	0.92	1.64
27	1.52	1.09	1.95
28	1.52	1.09	1.95
29	1.52	1.09	1.95
30	1.52	1.09	1.95
31	1.52	1.09	1.95
32	1.52	1.09	1.95
