108	48	-83	11.1
109	49	-83	12
110	50	-83	12.7
111	33	-76	7.1
112	34	-76	7.4
113	35	-76	7.7
114	36	-76	7.8
115	37	-76	7.9
116	37	-79	7.7
117	40	-82	8.4
118	42	-85	9
119	44	-84	9.5
120	45	-83	10
121	47	-83	10.7
122	48	-84	11.5
123	49	-84	12.2
124	33	-77	7.3
125	34	-77	7.5
126	35	-77	7.6
127	36	-77	7.7
128	37	-77	7.8
129	39	-79	8.3
130	41	-82	8.9
131	43	-85	9.4
132	45	-84	9.8
133	46	-84	10.5
134	48	-84	11.1
135	48	-84	11.8
136	34	-78	7.4
137	35	-78	7.5
138	35	-78	7.5
139	36	-78	7.6
140	39	-77	8.3
141	40	-80	8.8
142	42	-82	9.2
143	44	-84	9.7
144	45	-84	10.3
145	47	-84	10.8
146	48	-84	11.4
147	34	-79	7.3
148	35	-79	7.4
149	36	-78	7.5
150	38	-78	8.1
151	40	-78	8.7
152	41	-80	9.1
153	43	-82	9.5
154	44	-84	10.1
155	46	-84	10.6
156	47	-84	11.1
157	35	-79	7.3
158	35	-79	7.3
159	37	-79	7.9
160	39	-78	8.5
161	41	-78	9
162	42	-80	9.4
163	44	-82	9.9
164	45	-85	10.5
165	46	-85	10.9
166	35	-80	7.2
167	37	-79	7.8
168	38	-79	8.3
169	40	-79	8.8
170	42	-78	9.3
171	43	-80	9.8
172	44	-83	10.3
173	46	-85	10.8
174	36	-80	7.6
175	38	-79	8.1
176	39	-79	8.6
177	41	-79	9.1
178	42	-79	9.7
179	44	-81	10.1
180	45	-83	10.6
181	37	-80	8
182	39	-80	8.4
183	40	-79	8.9
184	42	-79	9.4
185	43	-80	10
186	44	-81	10.4
187	38	-80	8.3
188	40	-80	8.7
189	41	-80	9.2
190	42	-80	9.8
191	44	-80	10.3
192	39	-80	8.5
193	40	-80	9.1
194	42	-80	9.6
195	43	-80	10
196	40	-80	8.9
197	41	-81	9.4
198	42	-81	9.8
199	41	-81	9.2
200	42	-81	9.6
201	40	-81	9.1
202	47	-89	11
203	47	-89	11
204	47	-89	11
205	47	-89	11
206	46	-86	11.5
207	45	-84	12
208	45	-84	12
209	45	-84	12
210	48	-90	13.7
211	50	-94	15
212	50	-94	15
213	47	-89	11
214	47	-89	11
215	47	-89	11
216	46	-87	11.4
217	46	-86	11.7
218	45	-84	12
219	45	-84	12
220	47	-88	13.2
221	49	-91	14.2
222	50	-94	15
223	47	-89	11
224	47	-89	11
225	46	-88	11.3
226	46	-86	11.5
227	45	-85	11.8
228	45	-84	12
229	46	-87	12.9
230	48	-90	13.7
231	49	-92	14.4
232	47	-89	11
233	47	-88	11.2
234	46	-87	11.4
235	46	-86	11.6
236	45	-85	11.8
237	46	-86	12.7
238	47	-89	13.4
239	48	-91	14
240	47	-88	11.2
241	46	-87	11.4
242	46	-86	11.5
243	46	-86	11.7
244	46	-87	12.5
245	47	-88	13.2
246	48	-90	13.7
247	46	-87	11.3
248	46	-87	11.5
249	46	-86	11.6
250	46	-87	12.3
251	47	-88	12.9
252	47	-89	13.5
253	46	-87	11.4
254	46	-86	11.5
255	46	-87	12.1
256	47	-88	12.7
257	47	-89	13.2
258	46	-87	11.5
259	47	-87	12
260	47	-88	12.5
261	47	-89	13
262	47	-88	11.9
263	47	-88	12.4
264	47	-89	12.8
265	47	-88	12.3
266	47	-89	12.7
267	47	-89	12.3
268	50	-94	14
269	50	-94	14
270	50	-95	14
271	50	-95	14
272	50	-91	14
273	50	-88	14
274	50	-88	14
275	50	-84	14
276	50	-80	14
277	50	-80	14
278	50	-80	14
279	50	-94	14
280	50	-95	14
281	50	-95	14
282	50	-93	14
283	50	-90	14
284	50	-88	14
285	50	-85	14
286	50	-83	14
287	50	-80	14
288	50	-80	14
289	50	-94	14
290	50	-95	14
291	50	-93	14
292	50	-91	14
293	50	-90	14
294	50	-86	14
295	50	-84	14
296	50	-82	14
297	50	-80	14
298	50	-95	14
299	50	-93	14
300	50	-92	14
301	50	-91	14
302	50	-88	14
303	50	-85	14
304	50	-83	14
305	50	-82	14
306	50	-93	14
307	50	-92	14
308	50	-91	14
309	50	-89	14
310	50	-87	14
311	50	-84	14
312	50	-83	14
313	50	-93	14
314	50	-92	14
315	50	-90	14
316	50	-88	14
317	50	-86	14
318	50	-84	14
319	50	-92	14
320	50	-90	14
321	50	-89	14
322	50	-87	14
323	50	-85	14
324	50	-91	14
325	50	-89	14
326	50	-88	14
327	50	-86	14
328	50	-90	14
329	50	-88	14
330	50	-87	14
331	50	-89	14
332	50	-88	14
333	50	-88	14
334	50	-90	15
335	50	-90	15
336	50	-90	15
337	50	-80	15
338	50	-83	4.5
339	50	-83	4.5
340	50	-83	4.5
341	50	-83	4.5
342	50	-83	4.5
343	50	-83	4.5
344	50	-83	4.5
345	50	-83	4.5
346	50	-83	4.5
347	50	-78	4.5
348	50	-73	4.5
349	50	-73	4.5
350	50	-73	4.5
351	50	-73	4.5
352	50	-73	4.5
353	50	-73	4.5
354	50	-73	4.5
355	50	-73	4.5
356	50	-83	4.5
357	50	-83	4.5
358	50	-83	4.5
359	50	-83	4.5
360	50	-83	4.5
361	50	-83	4.5
362	50	-83	4.5
363	50	-83	4.5
364	50	-80	4.5
365	50	-76	4.5
366	50	-73	4.5
367	50	-73	4.5
368	50	-73	4.5
369	50	-73	4.5
370	50	-73	4.5
371	50	-73	4.5
372	50	-73	4.5
373	50	-83	4.5
374	50	-83	4.5
375	50	-83	4.5
376	50	-83	4.5
377	50	-83	4.5
378	50	-83	4.5
379	50	-83	4.5
380	50	-81	4.5
381	50	-78	4.5
382	50	-76	4.5
383	50	-73	4.5
384	50	-73	4.5
385	50	-73	4.5
386	50	-73	4.5
387	50	-73	4.5
388	50	-73	4.5
389	50	-83	4.5
390	50	-83	4.5
391	50	-83	4.5
392	50	-83	4.5
393	50	-83	4.5
394	50	-83	4.5
395	50	-81	4.5
396	50	-79	4.5
397	50	-77	4.5
398	50	-75	4.5
399	50	-73	4.5
400	50	-73	4.5
401	50	-73	4.5
402	50	-73	4.5
403	50	-73	4.5
404	50	-83	4.5
405	50	-83	4.5
406	50	-83	4.5
407	50	-83	4.5
408	50	-83	4.5
409	50	-81	4.5
410	50	-80	4.5
411	50	-78	4.5
412	50	-76	4.5
413	50	-75	4.5
414	50	-73	4.5
415	50	-73	4.5
416	50	-73	4.5
417	50	-73	4.5
418	50	-83	4.5
419	50	-83	4.5
420	50	-83	4.5
421	50	-83	4.5
422	50	-82	4.5
423	50	-80	4.5
424	50	-79	4.5
425	50	-77	4.5
426	50	-76	4.5
427	50	-75	4.5
428	50	-73	4.5
429	50	-73	4.5
430	50	-73	4.5
431	50	-83	4.5
432	50	-83	4.5
433	50	-83	4.5
434	50	-82	4.5
435	50	-81	4.5
436	50	-79	4.5
437	50	-78	4.5
438	50	-77	4.5
439	50	-76	4.5
440	50	-74	4.5
441	50	-73	4.5
442	50	-73	4.5
443	50	-83	4.5
444	50	-83	4.5
445	50	-82	4.5
446	50	-81	4.5
447	50	-80	4.5
448	50	-79	4.5
449	50	-78	4.5
450	50	-76	4.5
451	50	-75	4.5
452	50	-74	4.5
453	50	-73	4.5
454	50	-83	4.5
455	50	-82	4.5
456	50	-81	4.5
457	50	-80	4.5
458	50	-79	4.5
459	50	-78	4.5
460	50	-77	4.5
461	50	-76	4.5
462	50	-75	4.5
463	50	-74	4.5
464	50	-82	4.5
465	50	-81	4.5
466	50	-80	4.5
467	50	-80	4.5
468	50	-79	4.5
469	50	-78	4.5
470	50	-77	4.5
471	50	-76	4.5
472	50	-75	4.5
473	50	-81	4.5
474	50	-81	4.5
475	50	-80	4.5
476	50	-79	4.5
477	50	-78	4.5
478	50	-77	4.5
479	50	-76	4.5
480	50	-76	4.5
481	50	-81	4.5
482	50	-80	4.5
483	50	-79	4.5
484	50	-79	4.5
485	50	-78	4.5
486	50	-77	4.5
487	50	-76	4.5
488	50	-80	4.5
489	50	-80	4.5
490	50	-79	4.5
491	50	-78	4.5
492	50	-77	4.5
493	50	-77	4.5
494	50	-80	4.5
495	50	-79	4.5
496	50	-79	4.5
497	50	-78	4.5
498	50	-77	4.5
499	50	-79	4.5
500	50	-79	4.5
501	50	-78	4.5
502	50	-78	4.5
503	50	-79	4.5
504	50	-78	4.5
505	50	-78	4.5
506	50	-79	4.5
507	50	-78	4.5
508	50	-78	4.5
509	50	-84	13
510	50	-84	13
511	50	-84	13
512	50	-82	11.6
513	50	-80	10
514	50	-80	10
515	50	-87	10.6
516	50	-92	11
517	50	-92	11
518	50	-92	11
519	50	-93	11.7
520	50	-94	12.5
521	50	-89	12.8
522	50	-86	13
523	50	-86	13
524	50	-86	13
525	50	-86	13
526	50	-86	13
527	50	-86	13
528	50	-86	13
529	50	-84	13
530	50	-84	13
531	50	-83	12.1
532	50	-81	11.1
533	50	-80	10
534	50	-85	10.4
535	50	-89	10.7
536	50	-92	11
537	50	-92	11
538	50	-93	11.4
539	50	-93	11.9
540	50	-91	12.7
541	50	-88	12.9
542	50	-86	13
543	50	-86	13
544	50	-86	13
545	50	-86	13
546	50	-86	13
547	50	-86	13
548	50	-84	13
549	50	-83	12.3
550	50	-82	11.6
551	50	-81	10.8
552	50	-83	10.3
553	50	-87	10.6
554	50	-89	10.8
555	50	-92	11
556	50	-92	11.3
557	50	-93	11.7
558	50	-91	12.2
559	50	-89	12.8
560	50	-88	12.9
561	50	-86	13
562	50	-86	13
563	50	-86	13
564	50	-86	13
565	50	-86	13
566	50	-83	12.4
567	50	-82	11.9
568	50	-82	11.3
569	50	-84	10.9
570	50	-85	10.4
571	50	-88	10.6
572	50	-90	10.8
573	50	-92	11.3
574	50	-93	11.5
575	50	-91	12
576	50	-90	12.4
577	50	-89	12.8
578	50	-87	12.9
579	50	-86	13
580	50	-86	13
581	50	-86	13
582	50	-86	13
583	50	-83	12.1
584	50	-82	11.6
585	50	-84	11.2
586	50	-85	10.9
587	50	-87	10.6
588	50	-89	10.7
589	50	-91	11.1
590	50	-93	11.4
591	50	-91	11.8
592	50	-90	12.2
593	50	-89	12.5
594	50	-88	12.9
595	50	-87	12.9
596	50	-86	13
597	50	-86	13
598	50	-86	13
599	50	-82	11.8
600	50	-84	11.5
601	50	-85	11.2
602	50	-86	10.9
603	50	-87	10.6
604	50	-89	10.9
605	50	-91	11.2
606	50	-91	11.7
607	50	-91	12
608	50	-90	12.3
609	50	-89	12.6
610	50	-88	12.9
611	50	-87	12.9
612	50	-86	13
613	50	-86	13
614	50	-84	11.7
615	50	-85	11.4
616	50	-86	11.2
617	50	-87	10.9
618	50	-88	10.8
619	50	-90	11.1
620	50	-90	11.5
621	50	-91	11.9
622	50	-90	12.1
623	50	-89	12.4
624	50	-88	12.7
625	50	-88	12.9
626	50	-87	13
627	50	-86	13
628	50	-85	11.6
629	50	-86	11.4
630	50	-87	11.1
631	50	-88	11.1
632	50	-89	11
633	50	-89	11.4
634	50	-90	11.7
635	50	-90	12
636	50	-89	12.3
637	50	-89	12.5
638	50	-88	12.7
639	50	-87	12.9
640	50	-87	13
641	50	-86	11.5
642	50	-86	11.3
643	50	-87	11.3
644	50	-88	11.2
645	50	-88	11.2
646	50	-89	11.6
647	50	-89	11.9
648	50	-90	12.1
649	50	-89	12.3
650	50	-88	12.5
651	50	-88	12.7
652	50	-87	12.9
653	50	-86	11.5
654	50	-87	11.4
655	50	-88	11.4
656	50	-88	11.4
657	50	-88	11.4
658	50	-89	11.7
659	50	-89	12
660	50	-89	12.2
661	50	-89	12.4
662	50	-88	12.6
663	50	-88	12.7
664	50	-87	11.6
665	50	-88	11.5
666	50	-88	11.5
667	50	-88	11.6
668	50	-88	11.6
669	50	-88	11.8
670	50	-89	12.1
671	50	-89	12.3
672	50	-89	12.4
673	50	-88	12.6
674	50	-87	11.6
675	50	-87	11.6
676	50	-88	11.7
677	50	-88	11.7
678	50	-88	11.7
679	50	-88	11.9
680	50	-88	12.1
681	50	-89	12.3
682	50	-88	12.5
683	50	-87	11.7
684	50	-87	11.8
685	50	-87	11.8
686	50	-88	11.8
687	50	-88	11.8
688	50	-88	12
689	50	-88	12.2
690	50	-89	12.4
691	50	-87	11.8
692	50	-87	11.9
693	50	-87	11.9
694	50	-87	11.9
695	50	-88	11.9
696	50	-88	12.1
697	50	-88	12.2
698	50	-87	11.9
699	50	-87	11.9
700	50	-87	12
701	50	-87	12
702	50	-87	12
703	50	-88	12.1
704	50	-87	12
705	50	-87	12
706	50	-87	12
707	50	-87	12
708	50	-87	12
709	50	-87	12.1
710	50	-87	12.1
711	50	-87	12.1
712	50	-87	12.1
713	50	-87	12.1
714	50	-87	12.1
715	50	-87	12.1
716	50	-87	12.2
717	50	-87	12.2
718	50	-87	12.1
719	50	-66	13
720	50	-66	13
721	50	-66	13
722	50	-96	11
723	50	-96	11
724	50	-96	11
