lat	lon	5.05	5.15	5.25	5.35	5.45	5.55	5.65	5.75	5.85	5.95	6.05	6.15	6.25	6.35	6.45	6.55	6.65	6.75	6.85	6.95	7.05	7.15	7.25	7.35	7.45	7.55	7.65	7.75	7.85	7.95	8.05	8.15	8.25	8.35	8.45	8.55
31.5	-117.2	3.194134E-5	2.6567652E-5	2.209801E-5	1.8380324E-5	1.5288088E-5	1.2716077E-5	1.0576772E-5	8.797376E-6	7.3173387E-6	6.086297E-6	5.0623617E-6	4.210689E-6	3.5022986E-6	2.913085E-6	2.4229985E-6	6.7178746E-7	5.587685E-7	4.647634E-7	3.8657333E-7	3.215377E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.5	-117.1	3.768194E-5	3.1342475E-5	2.6069534E-5	2.1683694E-5	1.8035711E-5	1.5001451E-5	1.2477663E-5	1.0378469E-5	8.632434E-6	7.180146E-6	5.972185E-6	4.9674472E-6	4.1317426E-6	3.436634E-6	2.8584675E-6	7.925233E-7	6.5919215E-7	5.482921E-7	4.5604952E-7	3.7932548E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.5	-117.0	4.4462646E-5	3.698242E-5	3.0760635E-5	2.5585581E-5	2.1281161E-5	1.7700899E-5	1.4722966E-5	1.224603E-5	1.0185804E-5	8.472182E-6	7.0468545E-6	5.861318E-6	4.875232E-6	4.0550417E-6	3.3728365E-6	9.3513444E-7	7.7781095E-7	6.4695496E-7	5.381137E-7	4.475835E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.5	-116.9	5.2629835E-5	4.377559E-5	3.641095E-5	3.028531E-5	2.5190224E-5	2.0952315E-5	1.7427377E-5	1.449546E-5	1.2056799E-5	1.0028409E-5	8.341267E-6	6.9379635E-6	5.7707466E-6	4.7998983E-6	3.992381E-6	1.1069061E-6	9.206844E-7	7.6579187E-7	6.3695796E-7	5.2979857E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.5	-116.8	6.272614E-5	5.217333E-5	4.3395885E-5	3.6095127E-5	3.0022618E-5	2.4971725E-5	2.0770576E-5	1.7276214E-5	1.4369728E-5	1.1952219E-5	9.941423E-6	8.268916E-6	6.8777845E-6	5.720692E-6	4.7582644E-6	1.3192506E-6	1.0973049E-6	9.1269845E-7	7.591495E-7	6.3143307E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.5	-116.7	7.547947E-5	6.278109E-5	5.221903E-5	4.3433898E-5	3.6126745E-5	3.0048917E-5	2.49936E-5	2.0788772E-5	1.7291346E-5	1.4382315E-5	1.1962689E-5	9.950131E-6	8.276159E-6	6.883809E-6	5.725703E-6	1.5874774E-6	1.3204062E-6	1.098266E-6	9.134979E-7	7.598145E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.5	-116.6	9.167349E-5	7.625069E-5	6.3422565E-5	5.275259E-5	4.3877695E-5	3.6495876E-5	3.0355948E-5	2.5248977E-5	2.1001184E-5	1.7468024E-5	1.452927E-5	1.208492E-5	1.0051799E-5	8.360722E-6	6.9541456E-6	1.9280687E-6	1.6036978E-6	1.3338978E-6	1.1094878E-6	9.2283176E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.5	-116.5	1.1192584E-4	9.3095856E-5	7.743376E-5	6.4406595E-5	5.3571075E-5	4.4558477E-5	3.7062127E-5	3.0826934E-5	2.5640727E-5	2.1327029E-5	1.773905E-5	1.4754699E-5	1.2272424E-5	1.0207757E-5	8.490443E-6	2.3540142E-6	1.9579838E-6	1.62858E-6	1.3545938E-6	1.126702E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.6	-117.4	2.7089663E-5	2.2532202E-5	1.8741468E-5	1.5588475E-5	1.2965928E-5	1.078459E-5	8.970231E-6	7.461113E-6	6.2058834E-6	5.161829E-6	4.2934225E-6	3.5711132E-6	2.9703226E-6	2.4706067E-6	2.0549612E-6	5.6974744E-7	4.7389526E-7	3.9416892E-7	3.2785542E-7	2.7269826E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
