0	0.45	0.82	0.25
1	0.91	1.33	0.63
2	0.82	1.88	0.35
3	1.55	2.51	0.96
4	1.71	3.93	0.74
5	1.89	3.05	1.17
6	1.71	3.94	0.74
7	1.62	3.74	0.7
8	1.52	2.74	0.84
9	1.22	1.59	0.94
10	1.9	4.37	0.82
11	1.05	1.7	0.65
12	0.95	1.44	0.63
13	0.46	1.07	0.2
14	1.04	1.58	0.69
15	0.5	0.81	0.31
16	0.68	1.11	0.42
17	1.02	2.34	0.44
18	1.31	3.01	0.57
19	1.31	3.01	0.57
20	1.31	3.01	0.57
21	1.55	2.79	0.86
22	1.57	3.63	0.68
23	1.6	3.69	0.7
24	1.63	3.76	0.71
25	1.15	1.75	0.76
26	0.42	0.76	0.24
27	0.29	0.66	0.12
28	0.14	0.32	0.06
29	1.16	1.01	1.31
30	1.16	1.01	1.31
31	1.16	1.01	1.31
32	1.16	1.01	1.31
