AccentCity,Population,Latitude,Longitude
Bulzesti,400,46.266667,22.733333
Bulzesti,1944,44.533333,23.883333
Bumbesti-Jiu,10445,45.166667,23.4
Bunesti,2435,46.1,25.05
Bunesti,3070,46.833333,27.966667
Bunesti,2684,47.516667,26.283333
Bunesti,2620,45.116667,24.183333
Bunila,455,45.7,22.666667
Burila Mare,2656,44.452778,22.573611
Burjuc,997,45.95,22.483333
Busteni,9907,45.4,25.533333
Bustuchin,3660,44.966667,23.733333
Butea,3893,47.066667,26.916667
Butimanu,2335,44.683333,25.9
Butoiesti,3438,44.583333,23.366667
Buturugeni,4078,44.365278,25.835278
Buza,1374,46.9,24.15
Buzau,130955,45.15,26.833333
Buzescu,4243,44.016667,25.233333
Buzias,7625,45.649167,21.603611
Buzoesti,6281,44.583333,24.916667
Cabesti,2043,46.766667,22.366667
Cacica,4438,47.633333,25.9
Caianu,2536,46.783333,23.916667
Caianu Mic,5340,47.233333,24.15
Caineni,2731,45.483333,24.3
Caiuti,5357,46.183333,26.933333
Cajvana,7236,47.7,25.966667
Calafat,18643,43.991111,22.932778
Calafindesti,5764,47.85,26.116667
Calan,12782,45.733333,22.983333
Calarasi,2544,46.483333,23.866667
Calarasi,3962,47.616667,27.266667
Calarasi,6632,43.8,24.05
Calarasi,69167,44.2,27.333333
Calatele,2689,46.766667,23.016667
Caldararu,2975,44.45,24.95
Calimanesti,8486,45.233333,24.333333
Calinesti,10419,44.816667,25.05
Calinesti,3354,47.783333,23.983333
Calinesti,3964,44.083333,25.233333
Calinesti-Oas,4654,47.9,23.3
Calmatuiu,2747,43.966667,24.866667
Calnic,2959,45.883333,23.666667
Calugareni,1425,45.083333,26.383333
Calvini,4315,45.25,26.3
Camarasu,2768,46.783333,24.133333
Camar,1855,47.3,22.616667
Camarzana,2591,48,23.316667
Campeni,7932,46.366667,23.05
Campia Turzii,26457,46.55,23.883333
Campina,38302,45.133333,25.733333
Campineanca,3158,45.7,27.133333
Campulung,37280,45.266667,25.05
Campulung Moldovenesc,19765,47.533333,25.566667
Candesti,4105,46.716667,26.583333
Candesti,3137,45.083333,25.216667
Canesti,1090,45.4,26.6
Capalna,1975,46.733333,22.1
Capalnita,1954,46.366667,25.516667
Capleni,4424,47.716667,22.5
Capreni,2435,44.75,23.616667
Capusu Mare,3645,46.783333,23.3
Caracal,33761,44.116667,24.35
Caransebes,27521,45.416667,22.216667
Carasova,3153,45.198611,21.87
Carastelec,1133,47.3,22.7
Caraula,2628,44.183333,23.25
Carbunari,1236,44.834444,21.744167
Carbunesti,1889,45.233333,26.2
Carcaliu,3422,45.183333,28.15
Carei,22583,47.683333,22.466667
Carjiti,787,45.85,22.833333
Carlibaba,1965,47.583333,25.133333
Carligele,2949,45.683333,27.1
Carlogani,2854,44.516667,24.15
Carpen,2978,44.333333,23.25
Carpinis,7071,45.787222,20.904167
Carta,5407,46.533333,25.75
Carta,928,45.783333,24.566667
Cascioarele,2132,44.126111,26.469722
Caseiu,4791,47.183333,23.866667
Casimcea,3363,44.733333,28.366667
Casin,3713,46.2,26.75
Castelu,7816,44.25,28.333333
Castra-Nova,3601,44.116667,24.016667
Cata,2510,46.083333,25.266667
Catalina,3497,45.966667,26.15
Catcau,2451,47.2,23.783333
Cateasca,3713,44.766667,25.083333
Catina,2177,46.85,24.183333
Catina,2695,45.3,26.25
Catunele,2604,44.864167,22.906944
Cauas,2497,47.566667,22.55
Cavadinesti,3547,46.066667,28.016944
Cavnic,5072,47.666667,23.866667
Cazanesti,2726,44.723333,22.890556
Cazanesti,3604,44.616667,27.016667
Ceahlau,2458,47.05,25.966667
Ceamurlia de Jos,2596,44.733333,28.716667
Ceanu Mare,4247,46.666667,23.95
Ceatalchioi,744,45.283333,28.783333
Cefa,6206,46.916667,21.733333
Cehal,1976,47.383333,22.6
Cehu Silvaniei,7832,47.416667,23.183333
Ceica,4028,46.85,22.183333
Celaru,5326,44.05,24.133333
Cenad,4218,46.133333,20.583333
Cenade,994,46.05,24.016667
Cenei,4754,45.715833,20.903889
Cepari,2452,45.216667,24.566667
Ceplenita,4533,47.383333,27.016667
Cerasu,5105,45.316667,26.033333
Ceratu,3851,44.066667,23.666667
Cerbal,655,45.783333,22.716667
Cerchezu,1548,43.816667,28.1
Cermei,2811,46.55,21.85
Cerna,4279,45.083333,28.316667
Cernat,3963,45.95,26.033333
Cernatesti,3982,45.266667,26.766667
Cernatesti,2203,44.45,23.433333
Cernavoda,18502,44.366667,28.016667
Cernesti,3760,47.516667,23.75
Cernica,9530,44.416667,26.283333
Cernisoara,3948,45.033333,23.983333
Certeju de Sus,3422,45.966667,22.966667
Certesti,2506,46.016667,27.616667
Certeze,5330,47.9,23.466667
Ceru-Bacainti,367,45.983333,23.25
Cervenia,3360,43.833333,25.466667
Cetariu,3819,47.133333,22.016667
Cetatea de Balta,3161,46.25,24.166667
Cetate,5908,44.1,23.05
Cetateni,3032,45.2,25.183333
Ceuasul-de Campie,5332,46.633333,24.516667
Cezieni,2187,44.183333,24.266667
Cherechiu,2437,47.383333,22.133333
Chetani,2844,46.466667,24.033333
Cheveresu Mare,1938,45.666944,21.490833
Chiajna,8105,44.46,25.973333
Chichis,1676,45.783333,25.8
Chiesd,2577,47.383333,22.883333
Chiheru de Jos,1720,46.683333,24.883333
Chilia Veche,3599,45.416667,29.283333
Chiliile,774,45.45,26.583333
Chinteni,2746,46.866667,23.533333
Chiochis,3520,46.983333,24.183333
Chiojdeanca,1788,45.166667,26.266667
Chiojdeni,2449,45.55,26.866667
Chiojdu,3791,45.35,26.2
Chirnogeni,3533,43.9,28.233333
Chirnogi,8022,44.116667,26.566667
Chirpar,1448,45.9,24.6
Chiscani,5294,45.183333,27.933333
Chiselet,3535,44.183333,26.85
Chisindia,1550,46.283333,22.1
Chisineu Cris,8171,46.533333,21.516667
Chislaz,3386,47.283333,22.233333
Chitila,12788,44.508056,25.982222
Chiuiesti,2720,47.3,23.883333
Chiuza,2210,47.233333,24.25
Ciacova,7205,45.508056,21.128611
Cicanesti,2265,45.25,24.633333
Cicarlau,3951,47.7,23.4
Ciceu-Giurgesti,4285,47.25,24.016667
Cilibia,1909,45.066667,27.016667
Cilieni,3556,43.9,24.616667
Cincu,1762,45.916667,24.8
Ciobanu,3477,44.733333,27.966667
Ciocanesti,5354,44.6,25.85
Ciocanesti,4931,44.2,27.066667
Ciocarlia,881,44.8,26.666667
Ciochina,3573,44.583333,27.066667
Ciocile,3101,44.816667,27.233333
Ciofrangeni,2643,45.083333,24.533333
Ciolpani,4523,44.733333,26.083333
Ciomagesti,1362,44.833333,24.45
Ciorasti,3861,45.433333,27.3
Ciorogarla,4968,44.4425,25.883333
Cioroiasiu,1977,44.083333,23.45
Ciortesti,4378,46.9,27.833333
Ciprian Porumbescu,6405,47.566667,26.066667
Ciresu,813,44.823333,22.538056
Ciresu,3523,44.95,27.35
Cislau,4961,45.25,26.366667
Cisnadie,15042,45.716667,24.15
Ciucea,4393,46.95,22.816667
Ciuchici,1222,44.941389,21.61
Ciucsangeorgiu,4821,46.316667,25.95
Ciucurova,2328,44.933333,28.483333
Ciudanovita,752,45.144722,21.797778
Ciugud,2613,46.05,23.616667
Ciuhoiu,2249,47.233333,22.116667
Ciulnita,2529,44.533333,27.35
Ciumani,4428,46.683333,25.516667
Ciumeghiu,4419,46.733333,21.583333
Ciuperceni,1735,44.933333,23.016667
Ciuperceni,1865,43.766667,24.95
Ciupercenii Noi,5949,43.909722,22.948333
Ciurea,10110,47.05,27.566667
Ciurila,1506,46.65,23.55
Ciuruleasa,1333,46.25,23.033333
Cizer,2420,47.066667,22.883333
Cleja,6816,46.416667,26.9
Clejani,3414,44.319722,25.699444
Clinceni,4995,44.373333,25.954722
Cluj-Napoca,316749,46.766667,23.6
Coarnele Caprei,3156,47.383333,27.1
Cobadin,8979,44.083333,28.216667
Cochirleanca,5712,45.216667,27.033333
Cociuba Mare,3173,46.733333,22
Cocora,3726,44.733333,27.05
Cocorastii-Misli,3416,45.083333,25.933333
Cocu,2662,44.866667,24.65
Codaesti,4785,46.866667,27.75
Codlea,24188,45.7,25.45
Cogealac,7046,44.55,28.566667
Cojasca,7205,44.716667,25.85
Cojocna,4336,46.75,23.833333
Colceag,5473,44.95,26.35
Colibasi,3823,44.202222,26.194722
Colonesti,2186,44.65,24.666667
Colonesti,2162,46.566667,27.3
Colti,1313,45.383333,26.383333
Comana,1850,43.9,28.316667
Comana,7717,44.170556,26.145
Comandau,1034,45.766667,26.266667
Comanesti,23730,46.416667,26.433333
Comarna,4551,47.05,27.783333
Comarnic,13255,45.25,25.633333
Comisani,5401,44.883333,25.583333
Comlosu Mare,4745,45.890556,20.627222
Concesti,2049,48.166667,26.55
Conop,2296,46.1,21.883333
Constanta,303401,44.183333,28.65
Constantin Daicoviciu,2854,45.55,22.15
Contesti,3754,43.8,25.483333
Copacel,2427,46.983333,22.166667
Copacele,1309,45.5,22.1
Copaceni,3013,45,23.966667
Copalau,7086,47.616667,26.833333
Copalnic Manastur,5747,47.5,23.683333
Copsa Mica,5350,46.116667,24.25
Corabia,20047,43.783333,24.5
Corbasca,5328,46.283333,27.166667
Corbeanca,3786,44.6,26.05
Corbeni,5613,45.3,24.65
Corbi,4381,45.283333,24.8
Corbii Mari,8257,44.55,25.5
Corbita,2091,46.15,27.3
Corbu,5180,44.383333,28.65
Corbu,1579,46.983333,25.7
Corbu,2586,44.483333,24.716667
Corcova,5946,44.7,23.05
Cordareni,2172,47.983333,26.583333
Cordun,7124,46.95,26.866667
Corlatel,1552,44.398611,22.933056
Corlateni,4127,47.933333,26.55
Cornatelu,1751,44.75,25.666667
Cornea,2098,45.033333,22.316667
Cornereva,3291,45.066667,22.416667
Cornesti,1797,47.033333,23.683333
Cornesti,7616,44.783333,25.866667
Cornetu,5063,44.341667,25.940833
Corni,6521,47.65,26.583333
Corni,2481,45.85,27.766667
Cornu Luncii,7288,47.466667,26.15
Corod,7855,45.9,27.616667
Coroieni,2308,47.366667,23.766667
Coroiesti,2318,46.25,27.483333
Coroisanmartin,1464,46.4,24.6
Coronini,1810,44.725833,21.687222
Corund,6091,46.466667,25.183333
Cosambesti,3482,44.566667,27.433333
Cosbuc,2972,47.366667,24.4
Coseiu,1298,47.316667,22.983333
Cosereni,6957,44.683333,26.566667
Cosesti,5416,45.066667,24.866667
Cosmesti,2735,44.3,25.383333
Cosmesti,6526,45.883333,27.3
Cosoveni,5024,44.25,23.933333
Costache Negri,2582,45.7,27.716667
Costeiu,3805,45.741111,21.849167
Costesti,10654,44.666667,24.883333
Costesti,4704,45.05,26.766667
Costesti,3192,46.5,27.75
Costesti,3616,45.15,24.066667
Costestii din Vale,3417,44.65,25.483333
Costinesti,2500,43.95,28.633333
Costisa,3540,46.75,26.65
Costuleni,4911,47.033333,27.85
Coteana,2960,44.3,24.466667
Cotesti,4780,45.65,27.05
Cotmeana,2230,44.966667,24.616667
Cotnari,7985,47.35,26.983333
Cotofanesti,3279,46.15,26.983333
Cotofenii din Dos,2594,44.433333,23.616667
Cotusca,5333,48.133333,26.85
Covasint,2613,46.2,21.6
Covasna,10979,45.85,26.183333
Cozieni,2425,45.333333,26.483333
Cozma,632,46.816667,24.533333
Cozmesti,3192,46.883333,27.983333
Cracaoani,4490,47.016667,26.383333
Craciunelu de Jos,4297,46.183333,23.833333
Craciunesti,4283,46.483333,24.583333
Craidorolt,2151,47.616667,22.7
Craiesti,1011,46.3,24.183333
Craiova,304144,44.316667,23.8
Crampoaia,3769,44.316667,24.733333
Crangeni,3529,44.033333,24.783333
Crangurile de Sus,3428,44.766667,25.233333
Crasna,5466,45.166667,23.5
Crasna,6233,47.166667,22.9
Creaca,2987,47.2,23.25
Creteni,2602,44.683333,24.183333
Crevedia,6674,44.6,25.933333
Crevedia Mare,4927,44.429167,25.625556
Crevenicu,1693,44.240833,25.588611
Cricau,2052,46.183333,23.566667
Criciova,1698,45.633333,22.066667
Crisan,1392,44.966667,29.466667
Criscior,4232,46.116667,22.866667
Criseni,2390,47.233333,23.05
Cristesti,4745,47.633333,26.733333
Cristesti,4273,47.266667,26.566667
Cristesti,5507,46.5,24.483333
Cristian,3849,45.616667,25.466667
Cristian,3437,45.783333,24.033333
Cristinesti,3866,48.1,26.383333
Cristolt,1516,47.2,23.433333
Cristuru Secuiesc,9554,46.283333,25.033333
Crucea,3413,44.533333,28.233333
Crucea,2279,47.35,25.616667
Crucisor,2471,47.683333,23.25
Crusetu,3895,44.633333,23.666667
Cuca,2580,45.733333,27.883333
Cuca,2315,44.95,24.516667
Cucerdea,1680,46.4,24.266667
Cuci,2171,46.466667,24.15
Cucuteni,1454,47.283333,26.933333
Cudalbi,8055,45.783333,27.7
Cugir,24734,45.833333,23.366667
Cujmir,3733,44.206667,22.926667
Cumpana,9731,44.116667,28.566667
Cungrea,2542,44.666667,24.383333
Cupseni,3727,47.55,23.933333
Curatele,2670,46.7,22.416667
Curcani,5167,44.2,26.583333
Curtea,1310,45.816667,22.3
Curtea de Arges,32179,45.133333,24.683333
Curtesti,4331,47.716667,26.65
Curtici,9615,46.35,21.3
Curtisoara,4583,44.5,24.333333
Curtuiseni,3720,47.55,22.2
Cuzaplac,1999,46.966667,23.2
Cuza Voda,4296,44.266667,27.266667
Cuzdrioara,2944,47.166667,23.916667
Dabaca,1798,46.983333,23.666667
Dabuleni,13641,43.8,24.083333
Daeni,2506,44.833333,28.116667
Daesti,2787,44.966667,24.133333
Dagata,4861,46.933333,27.183333
Daia,3090,44,25.983333
Dalboset,1857,44.922778,21.9825
Dambovicioara,1043,45.45,25.233333
Damienesti,1896,46.733333,26.983333
Damuc,3084,46.8,25.9
Danciulesti,2756,44.733333,23.75
Daneasa,3816,44.15,24.566667
Danes,4759,46.216667,24.7
Danesti,3879,44.966667,23.333333
Danesti,4455,46.516667,25.75
Danesti,2420,46.85,27.666667
Daneti,7110,43.983333,24.05
Dangeni,3094,47.85,26.966667
Danicei,2459,44.9,24.383333
Darabani,11890,48.183333,26.583333
Darasti-Ilfov,2972,44.308889,26.018333
Darjiu,1160,46.2,25.2
Darlos,3212,46.183333,24.4
Darmanesti,3676,45.016667,24.9
Darmanesti,14290,46.366667,26.483333
Darmanesti,5817,47.733333,26.15
Darmanesti,7919,44.916667,25.783333
Darova,3028,45.640278,21.765278
Darvari,2990,44.2,23.05
Dascalu,2594,44.6,26.233333
Davidesti,2816,45.016667,25.033333
Dealu,3850,46.4,25.3
Dealu Morii,2970,46.316667,27.233333
Deda,4263,46.933333,24.9
Dej,38033,47.15,23.866667
Deleni,2492,44.1,28.016667
Deleni,10484,47.466667,26.883333
Deleni,2627,46.55,27.75
Delesti,5122,46.7,27.55
Densus,1756,45.583333,22.8
Denta,3152,45.353889,21.249167
Derna,2963,47.2,22.3
Dersca,5105,47.983333,26.2
Desa,4981,43.866667,23.033333
Desesti,2580,47.766667,23.85
Deta,6253,45.388889,21.224444
Deva,67802,45.883333,22.9
Devesel,3529,44.468889,22.667222
Dichiseni,1836,44.233333,27.533333
Dimitrie Cantemir,3040,46.507778,28.054722
Diosig,9455,47.3,22
Diosti,3366,44.116667,24.183333
Ditrau,5858,46.816667,25.516667
Doba,2727,47.733333,22.716667
Dobarceni,2897,47.816667,27.066667
Dobarlau,2301,45.733333,25.883333
Dobra,3459,45.916667,22.566667
Dobra,3806,44.783333,25.716667
Dobreni,3641,46.983333,26.416667
Dobresti,1820,44.966667,25.133333
Dobresti,5573,46.85,22.3
Dobresti,2799,43.966667,23.95
Dobretu,1502,44.5,23.95
Dobrin,1736,47.283333,23.133333
Dobroesti,6599,44.45,26.183333
Dobromir,2597,44.016667,27.783333
Dobrosloveni,3821,44.183333,24.366667
Dobroteasa,2121,44.783333,24.383333
Dobrotesti,5096,44.283333,24.883333
Dobrovat,2644,46.95,27.7
Dobrun,3419,44.266667,24.216667
Doclin,1979,45.296944,21.653889
Doftana,6777,45.15,25.8
Dofteana,10785,46.316667,26.516667
Dognecea,1982,45.274167,21.756944
Doicesti,4727,44.983333,25.4
Dolhasca,11025,47.433333,26.6
Dolhesti,2821,46.866667,27.9
Dolhesti,4046,47.45,26.516667
Doljesti,7359,47.033333,26.983333
Domasnea,1446,45.083333,22.316667
Domnesti,3182,45.2,24.833333
Domnesti,6393,44.399444,25.919722
Dorgos,1368,46.016667,21.8
Dor Marunt,6806,44.45,26.916667
Dorna,3089,47.35,25.433333
Dornesti,4371,47.866667,26.016667
Dorobantu,1769,44.95,28.266667
Dorobantu,3433,44.216667,26.95
Dorohoi,30776,47.95,26.4
Dorolt,3426,47.85,22.816667
Dostat,1049,45.966667,23.85
Douazeci si Trei August,5214,43.916667,28.583333
Dracsenei,3616,44.216667,24.983333
Dragalina,8642,44.433333,27.316667
Draganesti de Vede,2237,44.133333,25.05
Draganesti,5874,45.783333,27.466667
Draganesti,5156,44.816667,26.3
Draganesti-Olt,12057,44.166667,24.533333
Draganesti-Vlasca,4740,44.101389,25.598056
Dragasani,20630,44.65,24.266667
Dragesti,2521,46.883333,22.133333
Draghiceni,1885,44.133333,24.25
Dragodana,6918,44.733333,25.35
Dragoesti,5288,47.55,26.083333
Dragoesti,2362,44.816667,24.3
Dragoesti,1141,44.583333,26.566667
Dragomiresti,8194,44.916667,25.333333
Dragomiresti,3116,47.683333,24.3
Dragomiresti,2418,47.016667,26.533333
Dragomiresti,4868,46.633333,27.35
Dragomiresti-Vale,4330,44.475,25.935
Dragotesti,2530,44.25,24.1
Dragotesti,2685,44.8,23.166667
Dragu,1545,47.016667,23.4
Draguseni,2762,48.016667,26.816667
Draguseni,5297,45.966667,27.75
Draguseni,2665,47.283333,26.483333
Dragutesti,5126,44.966667,23.233333
Drajna,5660,45.216667,26.05
Dranceni Sat,4719,46.813611,28.100833
Dranic,3032,44.05,23.85
Dridu,5111,44.7,26.45
Drobeta-Turnu Severin,102347,44.631944,22.656111
Dubova,1073,44.616667,22.266667
Duda,5037,46.7525,28.037222
Dudesti,4061,44.9,27.433333
Dudestii Vechi,5746,46.05,20.483333
Dulcesti,4856,46.966667,26.766667
Dumbrava,2820,45.816667,22.116667
Dumbrava,4394,44.883333,26.183333
Dumbrava Rosie,7104,46.883333,26.433333
Dumbraveni,605,43.933333,27.983333
Dumbraveni,8167,46.233333,24.566667
Dumbraveni,8110,47.65,26.416667
Dumbraveni,4156,45.533333,27.116667
Dumbravesti,3664,45.083333,26
Dumbravita,4435,45.766667,25.433333
Dumbravita,4420,47.6,23.65
Dumbravita,2644,45.796944,21.2425
Dumesti,4732,47.183333,27.35
Dumesti,3625,46.85,27.283333
Dumitra,4482,47.216667,24.483333
Dumitresti,5292,45.55,26.916667
Durnesti,4144,47.766667,27.1
Edera de Jos,3925,45.033333,25.633333
Eforie,9499,44.066667,28.633333
Eftimie Murgu,1761,44.900278,22.092778
Epureni,3241,46.25,27.9
Erbiceni,5655,47.266667,27.233333
Eremitu,3818,46.666667,24.933333
Ernei,5141,46.6,24.65
Eselnita,2994,44.699167,22.362222
Ezeris,1362,45.410833,21.885833
Facaeni,5893,44.566667,27.9
Fagaras,34034,45.85,24.966667
Fagetelu,1427,44.783333,24.533333
Faget,7125,45.85,22.183333
Falciu,6178,46.296111,28.140833
Falcoiu,4283,44.233333,24.366667
Falticeni,29576,47.45,26.3
Fantanele,5597,46.116667,21.4
Fantanele,4981,46.416667,24.75
Fantanele,4913,47.516667,26.316667
Fantanele,4053,44.716667,25.866667
Faragau,1628,46.766667,24.516667
Faraoani,5141,46.433333,26.9
Farau,1866,46.333333,24.016667
Farcasa,3716,47.583333,23.333333
Farcasa,3173,47.166667,25.833333
Farcasele,5045,44.133333,24.466667
Farcasesti,3857,44.866667,23.2
Farcasu,3620,44.6,23.75
Farliug,2186,45.488333,21.849444
Fartanesti,5325,45.816667,27.983333
Fartatesti,4561,44.783333,24
Faurei,4043,45.066667,27.233333
Faurei,2344,46.916667,26.683333
Fauresti,3623,44.566667,24.016667
Feldioara,6307,45.816667,25.6
Feldru,6967,47.283333,24.6
Feleacu,3764,46.716667,23.616667
Feliceni,2984,46.266667,25.266667
Felnac,5097,46.116667,21.15
Fetesti,32867,44.383333,27.833333
Fieni,7567,45.133333,25.416667
Fildu de Jos,1542,46.933333,23.066667
Filiasi,18995,44.55,23.516667
Filipeni,2441,46.533333,27.183333
Filipesti,4678,46.75,26.883333
Filipestii de Padure,10169,45,25.75
Filipestii de Targ,7794,44.983333,25.783333
Finta,4613,44.8,25.8
Fitionesti,2853,45.983333,27.05
Fizesu Gherlii,2614,47.016667,23.983333
Flamanzi,11806,47.55,26.866667
Floresti,7397,46.733333,23.483333
Floresti,2832,44.763056,22.947778
Floresti,7507,45.05,25.783333
Focsani,105114,45.7,27.183333
Focuri,6030,47.35,27.216667
Foeni,1836,47.7,22.383333
Foeni,1695,45.498611,20.875833
Foltesti,3294,45.75,28.05
Forasti,4912,47.35,26.466667
Forotic,1855,45.230278,21.5875
Francesti,5490,45,24.1
Frasinet,2023,44.316667,26.8
Frasin,6519,47.533333,25.8
Frata,4323,46.7,24.05
Fratautii Noi,5512,47.95,25.85
Fratautii Vechi,4635,47.9,25.883333
Fratesti,5527,43.966667,25.966667
Frecatei,1494,44.916667,28.15
Frecatei,3797,45.1,28.666667
Frumoasa,3599,46.45,25.85
Frumoasa,2587,43.8,25.466667
Frumosu,3571,47.616667,25.65
Frumusani,5111,44.296111,26.325556
Frumusica,6069,47.533333,26.9
Frumusita,5206,45.666667,28.066667
Fundata,990,45.45,25.3
Fundeni,3954,45.533333,27.533333
Fundeni,5443,44.383333,26.35
Fundulea,6668,44.466667,26.516667
Fundu Moldovei,4135,47.533333,25.4
Furculesti,3872,43.866667,25.15
Gaesti,15037,44.716667,25.316667
Gagesti,2252,46.333333,27.966667
Gaiceana,3063,46.333333,27.216667
Gaiseni,5455,44.515,25.645278
Galanesti,6211,47.916667,25.8
Galateni,3175,44.216667,25.35
Galati,294088,45.45,28.05
Galatii Bistritei,2458,46.983333,24.4
Galautas,2618,46.916667,25.433333
Galbenu,3572,45.216667,27.166667
Galbinasi,4013,45.083333,26.916667
Galda de Jos,4772,46.183333,23.616667
Galesti,2894,46.516667,24.75
Galgau,2718,47.2,23.333333
Galicea,4054,44.916667,24.283333
Galicea Mare,4812,44.1,23.3
Ganeasa,4074,44.416667,24.283333
Ganeasa,4240,44.483333,26.283333
Ganesti,3775,46.333333,24.35
Gangiova,2966,43.9,23.85
Garbau,2609,46.833333,23.35
Garbou,2402,47.15,23.433333
Garbova,2022,45.866667,23.733333
Garbovi,4408,44.783333,26.766667
Garceni,2561,46.766667,27.283333
Garcina,4330,46.983333,26.3
Garcovu,2684,43.766667,24.633333
Garda de Sus,1822,46.45,22.816667
Garleni,6263,46.666667,26.8
Garliciu,1821,44.766667,28.083333
Garnic,1480,44.786389,21.794444
Garoafa,4624,45.783333,27.2
Gataia,8002,45.431111,21.43
Gaujani,2763,43.733333,25.7
Gavojdia,3122,45.616667,22.016667
Geaca,1734,46.866667,24.1
Gemenele,1899,45.283333,27.616667
Geoagiu,5918,45.916667,23.2
George Enescu,3667,48.033333,26.483333
Ghelari,2304,45.716667,22.783333
Ghelinta,4702,45.95,26.233333
Gheorghe Doja,2827,46.466667,24.5
Gheorghe Lazar,2476,44.633333,27.45
Gheorgheni,19777,46.716667,25.616667
Gheraesti,6448,47.016667,26.816667
Gheraseni,3740,45.033333,26.783333
Ghergheasa,2726,45.266667,27.2
Gherghesti,2785,46.5,27.516667
Gherghita,3968,44.8,26.266667
Gherla,23741,47.033333,23.916667
Gherta Mica,3188,47.933333,23.233333
Ghidfalau,2568,45.9,25.85
Ghidigeni,6294,46.05,27.5
Ghimbav,4967,45.666667,25.5
Ghimes-Faget,5248,46.583333,26.066667
Ghimpati,6040,44.191667,25.780278
Ghindaresti,2669,44.65,28.033333
Ghindari,4997,46.5,24.916667
Ghioroc,3998,46.15,21.583333
Ghioroiu,2144,44.7,23.833333
Ghiroda,4857,45.763889,21.300278
Ghizela,1290,45.824167,21.737222
Giarmata,5357,45.838333,21.310833
Giera,1310,45.407222,20.992222
Gighera,3609,43.85,23.8
Gilau,7745,46.75,23.383333
Girisu de Cris,5170,47.066667,21.783333
Giroc,4250,45.694167,21.235833
Girov,7396,46.95,26.516667
Giubega,4166,44.116667,23.416667
Giulesti,3328,47.816667,23.933333
Giulvaz,2992,45.548889,20.984444
Giurgeni,1629,44.766667,27.883333
Giurgita,3195,44.016667,23.633333
Giurgiu,69068,43.883333,25.966667
Giuvarasti,2676,43.8,24.7
Glavanesti,3760,46.25,27.383333
Glavile,2532,44.816667,24.15
Glimboca,1865,45.483333,22.316667
Glina,7227,44.383333,26.25
Glodeanul Sarat,4683,44.866667,26.65
Glodeanu-Silistea,4585,44.833333,26.8
Glodeni,4367,45.016667,25.466667
Glodeni,3719,46.65,24.6
Glogova,1980,44.928056,22.906667
Godeanu,766,44.801111,22.608611
Godeni,3333,45.233333,24.983333
Godinesti,2426,45,22.966667
Gogosari,2244,43.866667,25.7
Gogosu,1017,44.416667,23.366667
Gohor,3886,46.066667,27.4
Goicea,4676,43.916667,23.616667
Golaesti,3797,47.233333,27.7
Golesti,3446,45.666667,27.133333
Gorbanesti,3587,47.783333,26.85
Gorban,2991,46.876111,28.078889
Gorgota,5459,44.783333,26.083333
Gornesti,5787,46.666667,24.65
Gornet-Cricov,2651,45.083333,26.266667
Gornet,3076,45.116667,26.066667
Goruia,921,45.187222,21.779167
Gostavatu,3373,44.083333,24.533333
Gostinari,2720,44.183333,26.233333
Gostinu,2388,44,26.116667
Gradinari,2129,45.118611,21.598889
Gradinari,2489,44.566667,24.266667
Gradinari,3738,44.392222,25.815556
Gradistea,2626,45.266667,27.383333
Gradistea,3057,44.866667,23.816667
Gradistea,5232,44.233333,27.216667
Gradistea,2924,44.666667,26.283333
Grajduri,3264,46.966667,27.516667
Gramesti,3097,47.916667,26.15
Graniceri,2547,46.516667,21.3
Granicesti,4916,47.816667,26.066667
Gratia,2996,44.433333,25.45
Greaca,2796,44.109444,26.339444
Grebanu,5457,45.383333,26.966667
Grecesti,2014,44.45,23.283333
Greci,5384,45.183333,28.233333
Greci,1508,44.55,23.116667
Grindu,1561,45.4,28.216667
Grindu,2412,44.766667,26.916667
Grinties,2573,47.05,25.866667
Grivita,7032,44.733333,27.283333
Grivita,3694,45.716667,27.65
Grojdibodu,3282,43.75,24.266667
Gropnita,3414,47.35,27.25
Grosi,2493,47.616667,23.616667
Grozesti,1866,46.990833,28.050556
Grozesti,2219,44.65,23.316667
Gruia,3126,44.2675,22.704722
Gruiu,7183,44.733333,26.233333
Grumazesti,5385,47.133333,26.366667
Gugesti,6478,45.566667,27.133333
Gura Calitei,3111,45.583333,27.016667
Gura Foii,2319,44.75,25.283333
Gura Humorului,15728,47.55,25.9
Gura Ocnitei,7856,44.933333,25.583333
Gura Sutii,5355,44.75,25.516667
Gura Teghii,3835,45.483333,26.416667
Gura Vadului,2508,45.05,26.466667
Gura Vaii,6075,46.333333,26.733333
Gura Vitioarei,5947,45.15,26.033333
Gurbanesti,1640,44.383333,26.7
Gurghiu,6278,46.766667,24.85
Gusoeni,1870,44.733333,24.116667
Haghig,2175,45.833333,25.583333
Halaucesti,5819,47.1,26.8
Halchiu,6051,45.766667,25.55
Halmasd,2578,47.15,22.616667
Halmeu,7184,47.966667,23.016667
Hamcearca,1624,45.116667,28.366667
Hanesti,2339,47.916667,26.983333
Hangu,4046,47.05,26.033333
Harau,2098,45.9,22.95
Harlau,11295,47.433333,26.9
Harman,4321,45.716667,25.683333
Harseni,2199,45.75,25.016667
Harsesti,2841,44.533333,24.783333
Harsova,10055,44.683333,27.933333
Hartiesti,4913,45.116667,25.1
Hateg,10865,45.616667,22.95
